family,depth,f1,v1,f2,v2,rate,base,n
bounce,3,station|etype|kq,"edge|TRAV|(0.063, 0.558]",q_zt100_4h,"(20.0, 96.0]",0.941,0.302,136
bounce,3,station|etype|q_net100_1h,"edge|TRAV|(0.339, 1.829]",q_zt100_15m,"(38.0, 100.0]",0.941,0.302,102
bounce,3,station|etype|q_net20_4h,"edge|TRAV|(-0.889, 0.251]",q_zt100_5m,"(13.0, 37.0]",0.941,0.302,118
bounce,3,station|etype|q_rng100_5m,"edge|TRAV|(0.094, 0.598]",q_pos100_1d,"(0.806, 1.0]",0.941,0.302,102
bounce,3,station|etype|q_rng100_5m,"edge|TRAV|(0.094, 0.598]",q_volr_4h,"(0.901, 1.133]",0.941,0.302,188
bounce,3,station|etype|q_rng100_15m,"edge|TRAV|(0.147, 1.062]",q_zlast_1h,"(-0.001, 5.0]",0.941,0.302,287
bounce,3,station|etype|hayden,edge|TRAV|Chop,q_net20_15m,"(-0.013, 0.302]",0.94,0.302,100
bounce,3,station|etype|rq,"edge|TRAV|(0.549, 0.922]",q_rng100_15m,"(0.147, 1.062]",0.94,0.302,284
bounce,3,station|etype|rq,"edge|TRAV|(0.549, 0.922]",q_rng100_1h,"(2.052, 2.836]",0.94,0.302,232
bounce,3,station|etype|rq,"edge|TRAV|(0.004, 0.549]",q_zt100_4h,"(9.0, 20.0]",0.94,0.302,150
bounce,3,station|etype|scen_state,in_25|TRAV|dead,q_rng100_15m,"(0.147, 1.062]",0.94,0.302,100
bounce,3,station|etype|q_net100_15m,"edge|TRAV|(-0.66, 0.032]",q_zt100_5m,"(37.0, 100.0]",0.94,0.302,100
bounce,3,station|etype|q_net100_4h,"edge|TRAV|(-1.614, 0.854]",q_rng100_15m,"(0.147, 1.062]",0.94,0.302,217
bounce,3,station|etype|q_net20_5m,"edge|TRAV|(0.214, 9.126]",q_rng100_15m,"(0.147, 1.062]",0.94,0.302,149
bounce,3,station|etype|q_rng100_15m,"edge|TRAV|(1.062, 1.479]",q_zt100_5m,"(37.0, 100.0]",0.94,0.302,117
bounce,3,station|etype|q_rng100_15m,"edge|TRAV|(0.147, 1.062]",q_zt100_15m,"(38.0, 100.0]",0.94,0.302,133
bounce,3,station|etype|q_rng100_15m,"edge|TRAV|(0.147, 1.062]",q_zlast_15m,"(-0.001, 1.0]",0.94,0.302,200
bounce,3,station|etype|dq,"edge|TRAV|(0.109, 0.344]",q_rng100_15m,"(0.147, 1.062]",0.939,0.302,148
bounce,3,station|etype|lean,edge|TRAV|down,q_rng100_1h,"(0.53, 2.052]",0.939,0.302,163
bounce,3,station|etype|q_rng100_5m,"edge|TRAV|(0.094, 0.598]",q_zt100_4h,"(20.0, 96.0]",0.939,0.302,148
bounce,3,station|etype|zone,edge|TRAV|3,q_rng100_5m,"(0.598, 0.863]",0.938,0.302,128
bounce,3,station|etype|wq,"edge|TRAV|(0.295, 1.71]",q_rng100_15m,"(0.147, 1.062]",0.938,0.302,130
bounce,3,station|etype|dq,"edge|TRAV|(-0.001, 0.109]",q_rng100_5m,"(0.094, 0.598]",0.938,0.302,225
bounce,3,station|etype|rq,"edge|TRAV|(0.549, 0.922]",q_net20_4h,"(-0.889, 0.251]",0.938,0.302,227
bounce,3,station|etype|kq,"edge|TRAV|(0.558, 0.947]",q_zt100_15m,"(38.0, 100.0]",0.938,0.302,112
bounce,3,station|etype|q_net20_1h,"edge|TRAV|(-0.549, 0.015]",q_zt100_15m,"(38.0, 100.0]",0.938,0.302,129
bounce,3,station|etype|q_rng100_5m,"edge|TRAV|(0.094, 0.598]",q_rng100_4h,"(2.1990000000000003, 4.196]",0.938,0.302,226
bounce,3,station|etype|q_rng100_15m,"edge|TRAV|(0.147, 1.062]",q_rng100_4h,"(2.1990000000000003, 4.196]",0.938,0.302,258
bounce,3,station|etype|q_zt100_5m,"edge|TRAV|(37.0, 100.0]",q_zt100_4h,"(20.0, 96.0]",0.938,0.302,145
bounce,3,station|etype|q_zt100_1h,"edge|TRAV|(28.0, 100.0]",q_zt100_1d,"(18.0, 73.0]",0.938,0.302,113
bounce,3,station|etype|vq,"edge|TRAV|(0.03, 1.287]",q_rng100_1h,"(2.052, 2.836]",0.937,0.302,205
bounce,3,station|etype|rq,"faredge|TRAV|(0.004, 0.549]",q_rng100_1h,"(0.53, 2.052]",0.937,0.302,175
bounce,3,station|etype|wq,"edge|TRAV|(0.295, 1.71]",q_volr_4h,"(0.162, 0.901]",0.936,0.302,110
bounce,3,station|etype|rq,"edge|TRAV|(0.549, 0.922]",q_net100_1h,"(0.339, 1.829]",0.936,0.302,220
bounce,3,station|etype|q_net100_5m,"edge|TRAV|(-0.013, 0.406]",q_zt100_4h,"(20.0, 96.0]",0.936,0.302,141
bounce,3,station|etype|q_net100_4h,"in_25|TRAV|(-1.614, 0.854]",q_net20_1h,"(0.015, 0.582]",0.936,0.302,173
bounce,3,station|etype|q_net100_4h,"edge|TRAV|(-1.614, 0.854]",q_rng100_5m,"(0.094, 0.598]",0.936,0.302,187
bounce,3,station|etype|q_net20_15m,"in_25|TRAV|(-0.013, 0.302]",q_net20_4h,"(-0.889, 0.251]",0.936,0.302,172
bounce,3,station|etype|q_net20_15m,"edge|TRAV|(-0.33, -0.013]",q_rng100_15m,"(0.147, 1.062]",0.936,0.302,204
bounce,3,station|etype|q_net20_1h,"edge|TRAV|(-0.549, 0.015]",q_rng100_5m,"(0.094, 0.598]",0.936,0.302,204
bounce,3,station|etype|q_rng100_5m,"edge|TRAV|(0.094, 0.598]",q_pos100_1h,"(0.563, 0.797]",0.936,0.302,141
bounce,3,station|etype|q_rng100_15m,"edge|TRAV|(0.147, 1.062]",q_pos100_5m,"(0.868, 1.0]",0.936,0.302,187
bounce,3,station|etype|q_rng100_15m,"edge|TRAV|(0.147, 1.062]",q_zt100_1h,"(13.0, 28.0]",0.936,0.302,110
bounce,3,station|etype|vq,"edge|TRAV|(0.03, 1.287]",q_pos100_5m,"(0.868, 1.0]",0.935,0.302,139
bounce,3,station|etype|rq,"edge|TRAV|(0.549, 0.922]",q_zt100_4h,"(20.0, 96.0]",0.935,0.302,124
bounce,3,station|etype|dtype,edge|TRAV|normal,q_zt100_15m,"(38.0, 100.0]",0.935,0.302,108
bounce,3,station|etype|q_net100_1h,"edge|TRAV|(0.339, 1.829]",q_rng100_5m,"(0.094, 0.598]",0.935,0.302,185
bounce,3,station|etype|q_net20_5m,"edge|TRAV|(-0.245, -0.011]",q_rng100_4h,"(2.1990000000000003, 4.196]",0.935,0.302,215
bounce,3,station|etype|q_net20_15m,"edge|TRAV|(-0.33, -0.013]",q_zt100_15m,"(38.0, 100.0]",0.935,0.302,124
bounce,3,station|etype|q_net20_15m,"edge|TRAV|(-0.013, 0.302]",q_zt100_4h,"(20.0, 96.0]",0.935,0.302,124
bounce,3,station|etype|q_rng100_5m,"edge|TRAV|(0.094, 0.598]",q_zlast_5m,"(-0.001, 4.0]",0.935,0.302,248
bounce,3,station|etype|tn,faredge|TRAV|t2,q_rng100_15m,"(0.147, 1.062]",0.934,0.302,137
bounce,3,station|etype|rq,"edge|TRAV|(0.549, 0.922]",q_net20_1h,"(-0.549, 0.015]",0.934,0.302,229
bounce,3,station|etype|dtype,edge|TRAV|normal,q_rng100_15m,"(0.147, 1.062]",0.934,0.302,196
bounce,3,station|etype|q_net20_15m,"edge|TRAV|(0.302, 8.101]",q_rng100_15m,"(0.147, 1.062]",0.934,0.302,122
bounce,3,station|etype|q_net20_4h,"edge|TRAV|(0.251, 1.521]",q_rng100_5m,"(0.094, 0.598]",0.934,0.302,197
bounce,3,station|etype|q_rng100_5m,"edge|TRAV|(0.094, 0.598]",q_volr_15m,"(1.015, 1.348]",0.934,0.302,137
bounce,3,station|etype|q_rng100_15m,"edge|TRAV|(1.062, 1.479]",q_zt100_15m,"(38.0, 100.0]",0.934,0.302,106
bounce,3,station|etype|wq,"edge|TRAV|(0.295, 1.71]",q_rng100_5m,"(0.094, 0.598]",0.933,0.302,120
bounce,3,station|etype|rq,"edge|TRAV|(0.549, 0.922]",q_rng100_1h,"(0.53, 2.052]",0.933,0.302,270
bounce,3,station|etype|scen_failed,faredge|TRAV|F,q_rng100_5m,"(0.094, 0.598]",0.933,0.302,105
bounce,3,station|etype|q_rng100_5m,"edge|TRAV|(0.094, 0.598]",q_zt100_5m,"(13.0, 37.0]",0.933,0.302,105
bounce,3,station|etype|q_rng100_15m,"mid|TRAV|(0.147, 1.062]",q_zt100_5m,"(3.0, 13.0]",0.933,0.302,104
bounce,3,station|etype|q_rng100_4h,"edge|TRAV|(2.1990000000000003, 4.196]",q_zt100_1h,"(5.0, 13.0]",0.933,0.302,164
bounce,3,station|etype|q_volr_4h,"edge|TRAV|(0.162, 0.901]",q_zt100_15m,"(38.0, 100.0]",0.933,0.302,119
bounce,3,station|etype|wq,"edge|TRAV|(0.0521, 0.295]",q_net20_4h,"(-0.889, 0.251]",0.932,0.302,147
bounce,3,station|etype|wq,"edge|TRAV|(0.0521, 0.295]",q_rng100_15m,"(0.147, 1.062]",0.932,0.302,146
bounce,3,station|etype|hayden,in_25|TRAV|Chop,q_net20_1h,"(0.015, 0.582]",0.932,0.302,103
bounce,3,station|etype|rq,"edge|TRAV|(0.004, 0.549]",q_rng100_15m,"(1.062, 1.479]",0.932,0.302,148
bounce,3,station|etype|q_net100_1h,"edge|TRAV|(-0.978, 0.339]",q_net20_5m,"(-0.011, 0.214]",0.932,0.302,161
bounce,3,station|etype|q_net20_4h,"edge|TRAV|(-0.889, 0.251]",q_volr_15m,"(0.121, 0.772]",0.932,0.302,117
bounce,3,station|etype|q_rng100_5m,"edge|TRAV|(0.094, 0.598]",q_zt100_1h,"(28.0, 100.0]",0.932,0.302,117
bounce,3,station|etype|q_rng100_5m,"edge|TRAV|(0.598, 0.863]",q_zt100_4h,"(20.0, 96.0]",0.932,0.302,118
bounce,3,station|etype|q_rng100_15m,"edge|TRAV|(0.147, 1.062]",q_rng100_1d,"(4.098999999999999, 10.661]",0.932,0.302,148
bounce,3,station|etype|q_rng100_15m,"in_25|TRAV|(0.147, 1.062]",q_pos100_5m,"(0.868, 1.0]",0.932,0.302,177
bounce,3,station|etype|q_rng100_15m,"edge|TRAV|(0.147, 1.062]",q_zt100_1d,"(10.0, 18.0]",0.932,0.302,205
bounce,3,station|etype|q_rng100_1h,"edge|TRAV|(2.052, 2.836]",q_zt100_5m,"(13.0, 37.0]",0.932,0.302,132
bounce,3,station|etype|q_rng100_1h,"edge|TRAV|(2.052, 2.836]",q_zt100_5m,"(37.0, 100.0]",0.932,0.302,118
bounce,3,station|etype|q_rng100_4h,"in_25|TRAV|(2.1990000000000003, 4.196]",q_volr_15m,"(0.121, 0.772]",0.932,0.302,118
bounce,3,station|etype|q_rng100_4h,"edge|TRAV|(2.1990000000000003, 4.196]",q_zt100_5m,"(13.0, 37.0]",0.932,0.302,117
bounce,3,station|etype|q_zt100_15m,"edge|TRAV|(38.0, 100.0]",q_zt100_1h,"(28.0, 100.0]",0.932,0.302,205
bounce,3,station|coin|etype,edge|SOL|TRAV,q_rng100_15m,"(0.147, 1.062]",0.931,0.302,101
bounce,3,station|etype|zone,in_25|TRAV|3,q_rng100_5m,"(0.598, 0.863]",0.931,0.302,131
bounce,3,station|etype|wq,"edge|TRAV|(0.295, 1.71]",q_volr_1h,"(0.206, 0.858]",0.931,0.302,116
bounce,3,station|etype|rq,"faredge|TRAV|(0.004, 0.549]",q_net20_4h,"(-0.889, 0.251]",0.931,0.302,130
bounce,3,station|etype|q_net100_5m,"edge|TRAV|(-0.013, 0.406]",q_rng100_1h,"(0.53, 2.052]",0.931,0.302,216
bounce,3,station|etype|q_net100_4h,"edge|TRAV|(-1.614, 0.854]",q_zt100_15m,"(38.0, 100.0]",0.931,0.302,101
bounce,3,station|etype|q_rng100_5m,"faredge|TRAV|(0.094, 0.598]",q_pos100_5m,"(0.868, 1.0]",0.931,0.302,131
bounce,3,station|etype|q_rng100_5m,"in_25|TRAV|(0.094, 0.598]",q_pos100_15m,"(0.804, 1.0]",0.931,0.302,159
bounce,3,station|etype|q_rng100_5m,"edge|TRAV|(0.094, 0.598]",q_pos100_4h,"(0.827, 1.0]",0.931,0.302,131
bounce,3,station|etype|q_rng100_5m,"edge|TRAV|(0.094, 0.598]",q_zt100_1d,"(18.0, 73.0]",0.931,0.302,144
bounce,3,station|etype|q_rng100_5m,"edge|TRAV|(0.094, 0.598]",q_zlast_15m,"(-0.001, 1.0]",0.931,0.302,247
bounce,3,station|etype|q_rng100_15m,"edge|TRAV|(0.147, 1.062]",q_zt100_4h,"(20.0, 96.0]",0.931,0.302,173
bounce,3,station|etype|q_rng100_1h,"edge|TRAV|(0.53, 2.052]",q_zt100_15m,"(38.0, 100.0]",0.931,0.302,116
bounce,3,station|etype|q_volr_15m,"faredge|TRAV|(0.121, 0.772]",q_volr_4h,"(0.162, 0.901]",0.931,0.302,101
bounce,3,station|etype|dq,"edge|TRAV|(-0.001, 0.109]",q_net100_15m,"(-0.66, 0.032]",0.93,0.302,187
bounce,3,station|etype|sq,"in_25|TRAV|(0.224, 0.513]",q_rng100_15m,"(0.147, 1.062]",0.93,0.302,157
bounce,3,station|etype|rq,"edge|TRAV|(0.004, 0.549]",q_net20_4h,"(0.251, 1.521]",0.93,0.302,172
bounce,3,station|etype|dtype,faredge|TRAV|normal,q_rng100_5m,"(0.094, 0.598]",0.93,0.302,143
bounce,3,station|etype|q_net100_1h,"edge|TRAV|(-0.978, 0.339]",q_zt100_5m,"(13.0, 37.0]",0.93,0.302,114
bounce,3,station|etype|q_net100_4h,"in_25|TRAV|(-1.614, 0.854]",q_rng100_15m,"(0.147, 1.062]",0.93,0.302,215
bounce,3,station|etype|q_net20_1h,"edge|TRAV|(-0.549, 0.015]",q_zt100_1h,"(28.0, 100.0]",0.93,0.302,114
bounce,3,station|etype|q_rng100_5m,"edge|TRAV|(0.094, 0.598]",q_zt100_1d,"(10.0, 18.0]",0.93,0.302,186
bounce,3,station|etype|q_rng100_15m,"edge|TRAV|(0.147, 1.062]",q_volr_5m,"(0.086, 0.801]",0.93,0.302,100
bounce,3,station|etype|q_rng100_15m,"edge|TRAV|(0.147, 1.062]",q_zt100_1h,"(28.0, 100.0]",0.93,0.302,143
bounce,3,station|etype|q_rng100_4h,"in_75|TRAV|(2.1990000000000003, 4.196]",q_volr_15m,"(0.121, 0.772]",0.93,0.302,129
bounce,3,station|etype|zone,edge|TRAV|4,q_net20_1h,"(0.015, 0.582]",0.929,0.302,112
bounce,3,station|etype|zone,edge|TRAV|4,q_rng100_5m,"(0.094, 0.598]",0.929,0.302,112
bounce,3,station|etype|wq,"edge|BREAK|(0.295, 1.71]",q_rng100_15m,"(0.147, 1.062]",0.929,0.302,632
bounce,3,station|etype|rq,"edge|TRAV|(0.004, 0.549]",q_rng100_15m,"(0.147, 1.062]",0.929,0.302,154
bounce,3,station|etype|q_net20_4h,"in_75|TRAV|(-0.889, 0.251]",q_volr_15m,"(0.121, 0.772]",0.929,0.302,126
bounce,3,station|etype|q_rng100_5m,"edge|TRAV|(0.094, 0.598]",q_pos100_5m,"(0.868, 1.0]",0.929,0.302,127
bounce,3,station|etype|q_rng100_5m,"edge|TRAV|(0.598, 0.863]",q_volr_15m,"(1.348, 4.13]",0.929,0.302,156
bounce,3,station|etype|wq,"edge|TRAV|(0.295, 1.71]",q_zlast_5m,"(-0.001, 4.0]",0.928,0.302,167
bounce,3,station|etype|session,faredge|TRAV|evening,q_rng100_5m,"(0.094, 0.598]",0.928,0.302,138
bounce,3,station|etype|ob55,edge|TRAV|flat,q_zt100_15m,"(38.0, 100.0]",0.928,0.302,181
bounce,3,station|etype|q_rng100_5m,"edge|TRAV|(0.094, 0.598]",q_rng100_15m,"(1.062, 1.479]",0.928,0.302,166
bounce,3,station|etype|q_rng100_15m,"edge|TRAV|(0.147, 1.062]",q_zlast_5m,"(-0.001, 4.0]",0.928,0.302,222
bounce,3,station|etype|q_rng100_1h,"faredge|TRAV|(0.53, 2.052]",q_volr_5m,"(0.086, 0.801]",0.928,0.302,138
bounce,3,station|etype|wq,"edge|BREAK|(0.295, 1.71]",q_net20_1d,"(-1.759, 0.813]",0.927,0.302,395
bounce,3,station|etype|wq,"edge|BREAK|(0.295, 1.71]",q_rng100_1h,"(2.052, 2.836]",0.927,0.302,479
bounce,3,station|etype|wq,"edge|BREAK|(0.295, 1.71]",q_volr_4h,"(0.162, 0.901]",0.927,0.302,535
bounce,3,station|etype|rq,"in_25|TRAV|(0.549, 0.922]",q_zlast_4h,"(2.0, 100.0]",0.927,0.302,261
bounce,3,station|etype|rq,"edge|TRAV|(0.549, 0.922]",q_zlast_4h,"(2.0, 100.0]",0.927,0.302,261
bounce,3,station|etype|q_net100_5m,"in_25|TRAV|(-0.013, 0.406]",q_net20_4h,"(-0.889, 0.251]",0.927,0.302,178
bounce,3,station|etype|q_net100_15m,"edge|TRAV|(0.711, 22.385]",q_rng100_5m,"(0.094, 0.598]",0.927,0.302,109
bounce,3,station|etype|q_net20_4h,"edge|TRAV|(-0.889, 0.251]",q_pos100_4h,"(-0.001, 0.291]",0.927,0.302,218
bounce,3,station|etype|q_rng100_5m,"edge|TRAV|(0.094, 0.598]",q_pos100_15m,"(0.804, 1.0]",0.927,0.302,164
bounce,3,station|etype|q_rng100_5m,"in_75|TRAV|(0.094, 0.598]",q_zt100_15m,"(5.0, 16.0]",0.927,0.302,110
bounce,3,station|etype|q_rng100_5m,"faredge|TRAV|(0.094, 0.598]",q_zt100_15m,"(5.0, 16.0]",0.927,0.302,109
bounce,3,station|etype|q_pos100_5m,"edge|TRAV|(0.868, 1.0]",q_zt100_4h,"(20.0, 96.0]",0.927,0.302,109
bounce,3,station|coin|etype,edge|BTC|TRAV,q_rng100_15m,"(0.147, 1.062]",0.926,0.302,175
bounce,3,station|etype|wq,"edge|BREAK|(0.295, 1.71]",q_net100_15m,"(-0.66, 0.032]",0.926,0.302,526
bounce,3,station|etype|wq,"edge|TRAV|(0.295, 1.71]",q_net20_1h,"(-0.549, 0.015]",0.926,0.302,108
bounce,3,station|etype|wq,"edge|BREAK|(0.295, 1.71]",q_rng100_4h,"(2.1990000000000003, 4.196]",0.926,0.302,488
bounce,3,station|etype|tn,in_75|TRAV|t2,q_rng100_15m,"(0.147, 1.062]",0.926,0.302,136
bounce,3,station|etype|dq,"edge|TRAV|(-0.001, 0.109]",q_net100_1h,"(0.339, 1.829]",0.926,0.302,257
bounce,3,station|etype|dq,"in_25|TRAV|(0.344, 0.625]",q_rng100_15m,"(0.147, 1.062]",0.926,0.302,136
bounce,3,station|etype|dq,"edge|TRAV|(-0.001, 0.109]",q_rng100_15m,"(1.062, 1.479]",0.926,0.302,272
bounce,3,station|etype|dq,"edge|TRAV|(-0.001, 0.109]",q_rng100_1h,"(0.53, 2.052]",0.926,0.302,244
bounce,3,station|etype|rq,"faredge|TRAV|(0.004, 0.549]",q_rng100_15m,"(0.147, 1.062]",0.926,0.302,175
bounce,3,station|etype|rq,"in_25|TRAV|(0.004, 0.549]",q_zt100_4h,"(9.0, 20.0]",0.926,0.302,149
bounce,5,station|etype|wq|session|btc_pi,"edge|BREAK|(0.295, 1.71]|evening|down",rq,"(0.549, 0.922]",0.991,0.302,107
bounce,5,station|etype|wq|kq|yd_arch,"edge|BREAK|(0.295, 1.71]|(0.063, 0.558]|CHOP",scen_failed,F,0.983,0.302,119
bounce,5,station|etype|virgin|wq|session,"edge|BREAK|False|(0.295, 1.71]|evening",rq,"(0.549, 0.922]",0.982,0.302,110
bounce,5,station|etype|virgin|wq|sq,"edge|BREAK|False|(0.295, 1.71]|(0.001, 0.224]",dtype,normal,0.982,0.302,112
bounce,5,station|etype|cb|wq|session,"edge|BREAK|c>=50|(0.295, 1.71]|evening",rq,"(0.549, 0.922]",0.982,0.302,109
bounce,5,station|etype|cb|wq|sq,"edge|BREAK|c>=50|(0.295, 1.71]|(0.001, 0.224]",dtype,normal,0.982,0.302,112
bounce,5,station|etype|wq|wknd|sq,"edge|BREAK|(0.295, 1.71]|False|(0.001, 0.224]",dtype,normal,0.982,0.302,112
bounce,5,station|etype|wq|btc_pi|sq,"edge|BREAK|(0.295, 1.71]|down|(0.001, 0.224]",dtype,normal,0.982,0.302,112
bounce,5,station|etype|virgin|wq|ob55,"edge|BREAK|False|(0.295, 1.71]|flat",scen_state,dead,0.978,0.302,134
bounce,5,station|etype|cb|wq|ob55,"edge|BREAK|c>=50|(0.295, 1.71]|flat",scen_state,dead,0.978,0.302,134
bounce,5,station|etype|wq|wknd|ob55,"edge|BREAK|(0.295, 1.71]|False|flat",scen_state,dead,0.978,0.302,134
bounce,5,station|etype|wq|btc_pi|ob55,"edge|BREAK|(0.295, 1.71]|down|flat",scen_state,dead,0.978,0.302,134
bounce,5,station|etype|wq|ob55|dtype,"edge|BREAK|(0.295, 1.71]|flat|normal",scen_state,dead,0.977,0.302,132
bounce,5,station|etype|wq|btc_pi|sq,"edge|BREAK|(0.295, 1.71]|down|(0.001, 0.224]",rq,"(0.549, 0.922]",0.975,0.302,120
bounce,5,station|etype|wq|tn|yd_arch,"edge|BREAK|(0.295, 1.71]|t2|CHOP",ob55,flat,0.974,0.302,116
bounce,5,station|etype|virgin|dq|sq,"edge|TRAV|False|(0.344, 0.625]|(0.001, 0.224]",rq,"(0.549, 0.922]",0.973,0.302,110
bounce,5,station|etype|wq|wknd|sq,"edge|BREAK|(0.295, 1.71]|False|(0.001, 0.224]",kq,"(0.063, 0.558]",0.972,0.302,106
bounce,5,station|etype|wq|kq|uq,"edge|BREAK|(0.295, 1.71]|(0.063, 0.558]|(-2.577, -0.297]",ob55,flat,0.972,0.302,107
bounce,5,station|etype|wq|kq|yd_arch,"edge|BREAK|(0.295, 1.71]|(0.063, 0.558]|CHOP",dtype,normal,0.972,0.302,144
bounce,5,station|etype|virgin|wq|kq,"edge|BREAK|False|(0.295, 1.71]|(0.063, 0.558]",lean,up,0.971,0.302,105
bounce,5,station|etype|cb|wq|kq,"edge|BREAK|c>=50|(0.295, 1.71]|(0.063, 0.558]",lean,up,0.971,0.302,105
bounce,5,station|etype|wq|session|wknd,"edge|BREAK|(0.295, 1.71]|evening|False",ob55,flat,0.971,0.302,102
bounce,5,station|etype|wq|wknd|kq,"edge|BREAK|(0.295, 1.71]|False|(0.063, 0.558]",lean,up,0.971,0.302,105
bounce,5,station|etype|wq|btc_pi|kq,"edge|BREAK|(0.295, 1.71]|down|(0.063, 0.558]",lean,up,0.971,0.302,105
bounce,5,station|etype|wq|kq|dtype,"edge|BREAK|(0.295, 1.71]|(0.063, 0.558]|normal",lean,up,0.971,0.302,102
bounce,5,station|etype|virgin|wq|vq,"edge|BREAK|False|(0.295, 1.71]|(0.03, 1.287]",dtype,normal,0.97,0.302,101
bounce,5,station|etype|cb|wq|vq,"edge|BREAK|c>=50|(0.295, 1.71]|(0.03, 1.287]",dtype,normal,0.97,0.302,101
bounce,5,station|etype|wq|wknd|vq,"edge|BREAK|(0.295, 1.71]|False|(0.03, 1.287]",dtype,normal,0.97,0.302,101
bounce,5,station|etype|wq|btc_pi|vq,"edge|BREAK|(0.295, 1.71]|down|(0.03, 1.287]",dtype,normal,0.97,0.302,101
bounce,5,station|etype|virgin|wq|sq,"edge|BREAK|False|(0.295, 1.71]|(0.001, 0.224]",kq,"(0.063, 0.558]",0.969,0.302,129
bounce,5,station|etype|cb|wq|sq,"edge|BREAK|c>=50|(0.295, 1.71]|(0.001, 0.224]",kq,"(0.063, 0.558]",0.969,0.302,128
bounce,5,station|etype|virgin|wq|sq,"edge|BREAK|False|(0.295, 1.71]|(0.001, 0.224]",rq,"(0.549, 0.922]",0.968,0.302,126
bounce,5,station|etype|cb|wq|sq,"edge|BREAK|c>=50|(0.295, 1.71]|(0.001, 0.224]",rq,"(0.549, 0.922]",0.968,0.302,125
bounce,5,station|etype|wq|btc_pi|sq,"edge|BREAK|(0.295, 1.71]|down|(0.001, 0.224]",kq,"(0.063, 0.558]",0.967,0.302,120
bounce,5,station|etype|wq|wknd|vq,"edge|BREAK|(0.295, 1.71]|False|(1.287, 2.095]",kq,"(0.063, 0.558]",0.966,0.302,116
bounce,5,station|etype|wq|hayden_btc|yd_arch,"edge|BREAK|(0.295, 1.71]|Bear|CHOP",dtype,normal,0.966,0.302,116
bounce,5,station|etype|virgin|wq|dtype,"edge|BREAK|False|(0.295, 1.71]|normal",scen_state,dead,0.965,0.302,170
bounce,5,station|etype|cb|wq|dtype,"edge|BREAK|c>=50|(0.295, 1.71]|normal",scen_state,dead,0.965,0.302,170
bounce,5,station|etype|wq|wknd|hayden,"edge|BREAK|(0.295, 1.71]|False|Bear",uq,"(-0.037, 0.21]",0.965,0.302,114
bounce,5,station|etype|wq|wknd|dtype,"edge|BREAK|(0.295, 1.71]|False|normal",scen_state,dead,0.965,0.302,170
bounce,5,station|etype|wq|hayden|yd_arch,"edge|BREAK|(0.295, 1.71]|Bear|CHOP",dtype,normal,0.965,0.302,114
bounce,5,station|etype|wq|btc_pi|dtype,"edge|BREAK|(0.295, 1.71]|down|normal",scen_state,dead,0.965,0.302,170
bounce,5,station|etype|wq|tn|kq,"edge|BREAK|(0.295, 1.71]|t1|(0.063, 0.558]",uq,"(-2.577, -0.297]",0.965,0.302,114
bounce,5,station|etype|wq|wknd|tn,"edge|BREAK|(0.295, 1.71]|False|t2",rq,"(0.549, 0.922]",0.964,0.302,110
bounce,5,station|etype|wq|yd_arch|lean,"edge|BREAK|(0.295, 1.71]|CHOP|down",scen_failed,F,0.964,0.302,112
bounce,5,station|coin|etype|wq|tn,"edge|BTC|BREAK|(0.295, 1.71]|t1",kq,"(0.063, 0.558]",0.963,0.302,108
bounce,5,station|etype|virgin|session|rq,"edge|TRAV|False|us_close|(0.549, 0.922]",ob55,flat,0.963,0.302,109
bounce,5,station|etype|wq|dq|kq,"edge|BREAK|(0.295, 1.71]|(-0.001, 0.109]|(0.063, 0.558]",yd_arch,CHOP,0.963,0.302,134
bounce,5,station|etype|wq|rq|kq,"edge|BREAK|(0.295, 1.71]|(0.549, 0.922]|(0.063, 0.558]",ob55,flat,0.963,0.302,109
bounce,5,station|etype|session|btc_pi|rq,"edge|TRAV|us_close|down|(0.549, 0.922]",ob55,flat,0.963,0.302,109
bounce,5,station|etype|virgin|wq|kq,"edge|BREAK|False|(0.295, 1.71]|(0.063, 0.558]",scen_failed,F,0.962,0.302,182
bounce,5,station|etype|virgin|rq|ob55,"edge|TRAV|False|(0.549, 0.922]|flat",scen_state,dead,0.962,0.302,104
bounce,5,station|etype|cb|wq|kq,"edge|BREAK|c>=50|(0.295, 1.71]|(0.063, 0.558]",scen_failed,F,0.962,0.302,182
bounce,5,station|etype|cb|wknd|vq,"edge|TRAV|c>=50|False|(0.03, 1.287]",yd_arch,DN,0.962,0.302,104
bounce,5,station|etype|wq|wknd|kq,"edge|BREAK|(0.295, 1.71]|False|(0.063, 0.558]",scen_failed,F,0.962,0.302,182
bounce,5,station|etype|wq|btc_pi|kq,"edge|BREAK|(0.295, 1.71]|down|(0.063, 0.558]",uq,"(-2.577, -0.297]",0.962,0.302,158
bounce,5,station|etype|wq|btc_pi|kq,"edge|BREAK|(0.295, 1.71]|down|(0.063, 0.558]",scen_failed,F,0.962,0.302,182
bounce,5,station|etype|wq|kq|ob55,"edge|BREAK|(0.295, 1.71]|(0.063, 0.558]|flat",dtype,normal,0.962,0.302,186
bounce,5,station|etype|wknd|vq|rq,"edge|TRAV|False|(0.03, 1.287]|(0.004, 0.549]",ob55,flat,0.962,0.302,105
bounce,5,station|etype|wknd|rq|ob55,"edge|TRAV|False|(0.549, 0.922]|flat",scen_state,dead,0.962,0.302,106
