family,depth,f1,v1,f2,v2,rate,base,n
through,5,station|etype|session|hayden|btc_pi,out_0.25|STALL|us_open|Bull|down,rq,"(1.451, 16.357]",0.911,0.299,135
through,5,station|etype|session|hayden|dq,"out_0.25|STALL|us_open|Bull|(0.625, 13.23]",rq,"(1.451, 16.357]",0.911,0.299,124
through,5,station|zone|wq|btc_pi|vq,"beyond_1.0|10|(-0.001, 0.0521]|down|(3.795, 183.902]",yd_arch,UP,0.911,0.299,101
through,5,station|zone|hayden_btc|origin|rq,"beyond_0.5|12|Bull|air|(1.451, 16.357]",yd_arch,UP,0.911,0.299,112
through,5,station|wq|vq|kq|uq,"beyond_0.5|(0.0521, 0.295]|(3.795, 183.902]|(1.753, 17.486]|(-0.297, -0.037]",ob55,na,0.911,0.299,101
through,5,station|coin|cb|origin|vq,"beyond_1.0|XRP|c<30|air|(3.795, 183.902]",kq,"(1.753, 17.486]",0.91,0.299,100
through,5,station|etype|virgin|session|hayden_btc,out_0.25|STALL|False|us_open|Bull,rq,"(1.451, 16.357]",0.91,0.299,122
through,5,station|zone|hayden|vq|rq,"beyond_1.0|12|Bull|(3.795, 183.902]|(1.451, 16.357]",yd_arch,UP,0.91,0.299,100
through,5,station|cb|wq|dq|kq,"beyond_1.0|c>=50|(0.0521, 0.295]|(0.625, 13.23]|(1.753, 17.486]",yd_arch,UP,0.91,0.299,122
through,5,station|cb|hayden_btc|rq|uq,"beyond_1.0|c>=50|Chop|(1.451, 16.357]|(-2.577, -0.297]",yd_arch,CHOP,0.91,0.299,111
through,5,station|coin|zone|btc_pi|vq,"beyond_1.0|XRP|12|down|(3.795, 183.902]",dtype,na,0.909,0.299,110
through,5,station|coin|zone|btc_pi|vq,"beyond_1.0|XRP|12|down|(3.795, 183.902]",lean,na,0.909,0.299,110
through,5,station|coin|zone|btc_pi|vq,"beyond_1.0|XRP|12|down|(3.795, 183.902]",scen_state,na,0.909,0.299,110
through,5,station|coin|zone|btc_pi|vq,"beyond_1.0|XRP|12|down|(3.795, 183.902]",scen_failed,na,0.909,0.299,110
through,5,station|coin|rq|yd_arch|ob55,"beyond_1.0|XRP|(1.451, 16.357]|UP|open_fired",dtype,na,0.909,0.299,143
through,5,station|coin|rq|yd_arch|ob55,"beyond_1.0|XRP|(1.451, 16.357]|UP|open_fired",lean,na,0.909,0.299,143
