month,frame,family,n_test,brier,brier_base,skill,base
2022-01,4h,through,5701,0.13713,0.14285,0.04,0.8475
2022-01,1d,bounce,5701,0.04275,0.04305,0.0071,0.0436
2022-01,1d,through,5701,0.07429,0.07566,0.018,0.921
2022-02,5m,bounce,5164,0.21869,0.22832,0.0422,0.2875
2022-02,5m,through,5164,0.18451,0.19159,0.037,0.3268
2022-02,15m,bounce,5164,0.18919,0.18622,-0.0159,0.2111
2022-02,15m,through,5164,0.2309,0.2512,0.0808,0.5126
2022-02,1h,bounce,5164,0.12111,0.10744,-0.1272,0.1166
2022-02,1h,through,5164,0.22778,0.20467,-0.1129,0.728
2022-02,4h,bounce,5164,0.06882,0.05955,-0.1558,0.0715
2022-02,4h,through,5164,0.13973,0.12192,-0.1461,0.8471
2022-02,1d,bounce,5164,0.00481,0.00191,-1.5226,0.0437
2022-02,1d,through,5164,0.01216,0.00887,-0.3713,0.9209
2022-03,5m,bounce,3871,0.20942,0.21753,0.0373,0.2885
2022-03,5m,through,3871,0.15286,0.17217,0.1122,0.3253
2022-03,15m,bounce,3871,0.17536,0.18215,0.0373,0.2117
2022-03,15m,through,3871,0.22197,0.25175,0.1183,0.5117
2022-03,1h,bounce,3871,0.11724,0.11759,0.003,0.1167
2022-03,1h,through,3871,0.21672,0.22544,0.0387,0.7277
2022-03,4h,bounce,3871,0.07557,0.07508,-0.0066,0.0713
2022-03,4h,through,3871,0.15973,0.16274,0.0185,0.8473
2022-03,1d,bounce,3871,0.02856,0.02687,-0.0629,0.0429
2022-03,1d,through,3871,0.0549,0.04968,-0.1052,0.9223
2022-04,5m,bounce,4498,0.22799,0.24087,0.0535,0.2889
2022-04,5m,through,4498,0.1414,0.16602,0.1483,0.3235
2022-04,15m,bounce,4498,0.19591,0.20475,0.0432,0.2121
2022-04,15m,through,4498,0.2378,0.25292,0.0598,0.5106
2022-04,1h,bounce,4498,0.117,0.11689,-0.0009,0.1169
2022-04,1h,through,4498,0.23531,0.23631,0.0042,0.7269
2022-04,4h,bounce,4498,0.07225,0.07046,-0.0253,0.0715
2022-04,4h,through,4498,0.16609,0.16255,-0.0218,0.8467
2022-04,1d,bounce,4498,0.0999,0.0978,-0.0214,0.0427
2022-04,1d,through,4498,0.18344,0.1785,-0.0277,0.9226
2022-05,5m,bounce,5520,0.19017,0.19565,0.0281,0.2902
2022-05,5m,through,5520,0.21741,0.22775,0.0454,0.3212
2022-05,15m,bounce,5520,0.15257,0.15955,0.0437,0.2131
2022-05,15m,through,5520,0.24176,0.24972,0.0319,0.5083
2022-05,1h,bounce,5520,0.11182,0.11374,0.0168,0.1172
2022-05,1h,through,5520,0.20659,0.21221,0.0265,0.7256
2022-05,4h,bounce,5520,0.10676,0.11239,0.0501,0.0715
2022-05,4h,through,5520,0.17982,0.18894,0.0483,0.846
2022-05,1d,bounce,5520,0.14019,0.14047,0.002,0.0436
2022-05,1d,through,5520,0.20149,0.2023,0.004,0.9207
2022-06,5m,bounce,4380,0.21361,0.22374,0.0452,0.2898
2022-06,5m,through,4380,0.16254,0.18417,0.1174,0.3217
2022-06,15m,bounce,4380,0.17979,0.18744,0.0408,0.2128
2022-06,15m,through,4380,0.23332,0.25096,0.0703,0.5086
2022-06,1h,bounce,4380,0.12175,0.12542,0.0292,0.1174
2022-06,1h,through,4380,0.20974,0.21916,0.043,0.7251
2022-06,4h,bounce,4380,0.0801,0.08139,0.0158,0.0725
2022-06,4h,through,4380,0.1595,0.16307,0.0219,0.8444
2022-06,1d,bounce,4380,0.03953,0.03818,-0.0353,0.0456
2022-06,1d,through,4380,0.07715,0.07525,-0.0253,0.9178
2022-07,5m,bounce,5571,0.21501,0.23189,0.0728,0.2904
2022-07,5m,through,5571,0.16972,0.18169,0.0659,0.3203
2022-07,15m,bounce,5571,0.17865,0.1864,0.0416,0.2133
2022-07,15m,through,5571,0.24365,0.25096,0.0291,0.5077
2022-07,1h,bounce,5571,0.11459,0.11555,0.0083,0.1179
2022-07,1h,through,5571,0.22114,0.21654,-0.0213,0.7245
2022-07,4h,bounce,5571,0.05384,0.05346,-0.0073,0.0728
2022-07,4h,through,5571,0.11306,0.10451,-0.0819,0.8437
2022-07,1d,bounce,5571,0.02589,0.02475,-0.0458,0.0455
2022-07,1d,through,5571,0.04323,0.0393,-0.0999,0.9178
2022-08,5m,bounce,4154,0.22781,0.24659,0.0761,0.2915
2022-08,5m,through,4154,0.11414,0.14618,0.2192,0.3185
2022-08,15m,bounce,4154,0.20247,0.21435,0.0555,0.2139
2022-08,15m,through,4154,0.22187,0.25253,0.1214,0.5065
2022-08,1h,bounce,4154,0.12541,0.12868,0.0254,0.1181
2022-08,1h,through,4154,0.24755,0.25903,0.0443,0.7238
2022-08,4h,bounce,4154,0.04787,0.04663,-0.0266,0.0725
2022-08,4h,through,4154,0.12077,0.11275,-0.0711,0.8444
2022-08,1d,bounce,4154,0.02961,0.02788,-0.062,0.0452
2022-08,1d,through,4154,0.05316,0.04734,-0.123,0.9186
2022-09,5m,bounce,6689,0.22275,0.22977,0.0306,0.2928
2022-09,5m,through,6689,0.19134,0.19849,0.036,0.3159
2022-09,15m,bounce,6689,0.17102,0.17882,0.0436,0.215
2022-09,15m,through,6689,0.24573,0.25013,0.0176,0.5038
2022-09,1h,bounce,6689,0.10386,0.1029,-0.0093,0.1186
2022-09,1h,through,6689,0.19969,0.19544,-0.0218,0.722
2022-09,4h,bounce,6689,0.06028,0.05778,-0.0433,0.0721
2022-09,4h,through,6689,0.12964,0.12584,-0.0302,0.8448
2022-09,1d,bounce,6689,0.01477,0.01277,-0.1569,0.0449
2022-09,1d,through,6689,0.02808,0.02409,-0.1653,0.9191
2022-10,5m,bounce,5445,0.21113,0.22006,0.0406,0.2939
2022-10,5m,through,5445,0.16618,0.1819,0.0864,0.3149
2022-10,15m,bounce,5445,0.17487,0.18616,0.0607,0.2154
2022-10,15m,through,5445,0.23114,0.25046,0.0771,0.5035
2022-10,1h,bounce,5445,0.10479,0.11087,0.0549,0.1185
2022-10,1h,through,5445,0.19673,0.20572,0.0437,0.7223
2022-10,4h,bounce,5445,0.04149,0.04181,0.0077,0.0719
2022-10,4h,through,5445,0.08722,0.08372,-0.0418,0.845
2022-10,1d,bounce,5445,0.00955,0.00715,-0.3364,0.0442
2022-10,1d,through,5445,0.02301,0.01747,-0.3173,0.9203
2022-11,5m,bounce,7226,0.19062,0.2002,0.0478,0.2945
2022-11,5m,through,7226,0.21126,0.22744,0.0711,0.3133
2022-11,15m,bounce,7226,0.15503,0.16322,0.0502,0.2159
2022-11,15m,through,7226,0.23486,0.25004,0.0607,0.5023
2022-11,1h,bounce,7226,0.1162,0.11899,0.0234,0.1187
2022-11,1h,through,7226,0.20958,0.21529,0.0265,0.7221
2022-11,4h,bounce,7226,0.10398,0.107,0.0282,0.0714
2022-11,4h,through,7226,0.19012,0.19276,0.0137,0.8461
2022-11,1d,bounce,7226,0.06612,0.06494,-0.0182,0.0436
2022-11,1d,through,7226,0.08843,0.08666,-0.0204,0.9214
2022-12,5m,bounce,4579,0.19094,0.20278,0.0584,0.2941
2022-12,5m,through,4579,0.15726,0.20494,0.2327,0.3141
2022-12,15m,bounce,4579,0.18476,0.19964,0.0745,0.2156
2022-12,15m,through,4579,0.21455,0.25024,0.1426,0.5021
2022-12,1h,bounce,4579,0.12653,0.12948,0.0228,0.1191
2022-12,1h,through,4579,0.21488,0.22808,0.0579,0.7213
2022-12,4h,bounce,4579,0.08409,0.08443,0.004,0.0725
2022-12,4h,through,4579,0.15478,0.15086,-0.026,0.8441
2022-12,1d,bounce,4579,0.04785,0.04814,0.006,0.0442
2022-12,1d,through,4579,0.08383,0.08237,-0.0177,0.9211
2023-01,5m,bounce,9118,0.18974,0.20093,0.0557,0.2939
2023-01,5m,through,9118,0.21639,0.23498,0.0791,0.3137
2023-01,15m,bounce,9118,0.14231,0.15021,0.0526,0.2164
2023-01,15m,through,9118,0.23182,0.24983,0.0721,0.5013
2023-01,1h,bounce,9118,0.08578,0.09006,0.0476,0.1195
2023-01,1h,through,9118,0.17035,0.18095,0.0585,0.7205
2023-01,4h,bounce,9118,0.07382,0.07624,0.0317,0.0727
2023-01,4h,through,9118,0.13314,0.13812,0.0361,0.8438
2023-01,1d,bounce,9118,0.05782,0.06044,0.0433,0.0442
2023-01,1d,through,9118,0.07985,0.08418,0.0514,0.9209
2023-02,5m,bounce,4006,0.22058,0.22151,0.0042,0.2935
2023-02,5m,through,4006,0.1537,0.17488,0.1211,0.3151
2023-02,15m,bounce,4006,0.18072,0.18749,0.0361,0.2155
2023-02,15m,through,4006,0.23833,0.25036,0.048,0.503
2023-02,1h,bounce,4006,0.10715,0.10851,0.0125,0.119
2023-02,1h,through,4006,0.21158,0.21559,0.0186,0.7217
2023-02,4h,bounce,4006,0.04786,0.04669,-0.0252,0.073
2023-02,4h,through,4006,0.12298,0.11864,-0.0365,0.8435
2023-02,1d,bounce,4006,0.00747,0.00519,-0.4397,0.0448
2023-02,1d,through,4006,0.01959,0.0145,-0.3513,0.9205
2023-03,5m,bounce,7627,0.19362,0.20414,0.0515,0.2939
2023-03,5m,through,7627,0.2037,0.22166,0.081,0.3138
2023-03,15m,bounce,7627,0.15963,0.16849,0.0526,0.2158
2023-03,15m,through,7627,0.2263,0.2499,0.0944,0.5022
2023-03,1h,bounce,7627,0.10455,0.10628,0.0162,0.119
2023-03,1h,through,7627,0.195,0.2072,0.0589,0.7214
2023-03,4h,bounce,7627,0.08391,0.08316,-0.009,0.0727
2023-03,4h,through,7627,0.15531,0.15304,-0.0148,0.8437
2023-03,1d,bounce,7627,0.07757,0.07677,-0.0105,0.0443
2023-03,1d,through,7627,0.1168,0.11259,-0.0374,0.9214
2023-04,5m,bounce,4273,0.2077,0.21874,0.0505,0.2937
2023-04,5m,through,4273,0.19544,0.20873,0.0637,0.3142
2023-04,15m,bounce,4273,0.17603,0.18159,0.0306,0.2158
2023-04,15m,through,4273,0.24395,0.25004,0.0244,0.5027
2023-04,1h,bounce,4273,0.13026,0.13417,0.0291,0.1191
2023-04,1h,through,4273,0.21353,0.21904,0.0252,0.7211
2023-04,4h,bounce,4273,0.04224,0.04171,-0.0128,0.0731
2023-04,4h,through,4273,0.09514,0.09624,0.0115,0.8431
2023-04,1d,bounce,4273,0.0119,0.008,-0.4882,0.0451
2023-04,1d,through,4273,0.02243,0.01579,-0.4202,0.9203
2023-05,5m,bounce,4080,0.20744,0.22286,0.0692,0.294
2023-05,5m,through,4080,0.13624,0.16487,0.1736,0.3139
2023-05,15m,bounce,4080,0.19964,0.21482,0.0707,0.2161
2023-05,15m,through,4080,0.2141,0.25076,0.1462,0.5026
2023-05,1h,bounce,4080,0.12103,0.12153,0.0041,0.1195
2023-05,1h,through,4080,0.22442,0.23291,0.0365,0.7206
2023-05,4h,bounce,4080,0.05682,0.05284,-0.0755,0.0728
2023-05,4h,through,4080,0.13332,0.12956,-0.029,0.8437
2023-05,1d,bounce,4080,0.01275,0.0078,-0.6352,0.0446
2023-05,1d,through,4080,0.02979,0.01984,-0.5012,0.9211
2023-06,5m,bounce,5535,0.21533,0.22656,0.0496,0.2944
2023-06,5m,through,5535,0.18135,0.19358,0.0632,0.3124
2023-06,15m,bounce,5535,0.17794,0.18146,0.0194,0.217
2023-06,15m,through,5535,0.23927,0.2501,0.0433,0.5009
2023-06,1h,bounce,5535,0.08909,0.08716,-0.0221,0.1198
2023-06,1h,through,5535,0.1842,0.18041,-0.021,0.7198
2023-06,4h,bounce,5535,0.06718,0.06658,-0.0089,0.0726
2023-06,4h,through,5535,0.1096,0.10863,-0.009,0.8437
2023-06,1d,bounce,5535,0.02095,0.01908,-0.0981,0.0442
2023-06,1d,through,5535,0.03288,0.02897,-0.1349,0.9218
2023-07,5m,bounce,6815,0.1605,0.18576,0.136,0.2951
2023-07,5m,through,6815,0.17411,0.27364,0.3637,0.3116
2023-07,15m,bounce,6815,0.12835,0.15217,0.1565,0.2173
2023-07,15m,through,6815,0.17557,0.24998,0.2977,0.5001
2023-07,1h,bounce,6815,0.08673,0.0949,0.0861,0.1194
2023-07,1h,through,6815,0.16064,0.18276,0.121,0.7205
2023-07,4h,bounce,6815,0.05924,0.06284,0.0573,0.0726
2023-07,4h,through,6815,0.11466,0.12256,0.0645,0.8442
2023-07,1d,bounce,6815,0.04124,0.04034,-0.0222,0.0438
2023-07,1d,through,6815,0.06078,0.06106,0.0045,0.9226
2023-08,5m,bounce,4441,0.21148,0.22076,0.0421,0.2941
2023-08,5m,through,4441,0.19843,0.20408,0.0277,0.3144
2023-08,15m,bounce,4441,0.17919,0.18488,0.0308,0.2167
2023-08,15m,through,4441,0.25321,0.25012,-0.0124,0.5021
2023-08,1h,bounce,4441,0.14154,0.14712,0.0379,0.1192
2023-08,1h,through,4441,0.23466,0.23762,0.0125,0.7213
2023-08,4h,bounce,4441,0.09876,0.10037,0.016,0.0725
2023-08,4h,through,4441,0.14414,0.1438,-0.0024,0.8445
2023-08,1d,bounce,4441,0.00659,0.00418,-0.5781,0.0438
2023-08,1d,through,4441,0.01341,0.00843,-0.5909,0.9228
2023-09,5m,bounce,5254,0.20347,0.21541,0.0554,0.2945
2023-09,5m,through,5254,0.18837,0.19497,0.0338,0.3141
2023-09,15m,bounce,5254,0.17426,0.17636,0.0119,0.217
2023-09,15m,through,5254,0.23844,0.25016,0.0468,0.5017
2023-09,1h,bounce,5254,0.12121,0.1187,-0.0211,0.1198
2023-09,1h,through,5254,0.2148,0.22088,0.0275,0.7203
2023-09,4h,bounce,5254,0.07252,0.0697,-0.0406,0.0729
2023-09,4h,through,5254,0.13888,0.13512,-0.0278,0.8443
2023-09,1d,bounce,5254,0.08894,0.08984,0.01,0.0433
2023-09,1d,through,5254,0.13417,0.13421,0.0003,0.9237
2023-10,5m,bounce,10146,0.17353,0.18859,0.0799,0.2948
2023-10,5m,through,10146,0.21357,0.25379,0.1585,0.3133
2023-10,15m,bounce,10146,0.12512,0.14049,0.1094,0.2172
2023-10,15m,through,10146,0.20533,0.24979,0.178,0.5011
2023-10,1h,bounce,10146,0.09107,0.09747,0.0657,0.1201
2023-10,1h,through,10146,0.16422,0.18207,0.098,0.7197
2023-10,4h,bounce,10146,0.08332,0.08412,0.0095,0.073
2023-10,4h,through,10146,0.12805,0.13141,0.0256,0.8442
2023-10,1d,bounce,10146,0.08689,0.08544,-0.0171,0.044
2023-10,1d,through,10146,0.11608,0.11379,-0.0201,0.9227
2023-11,5m,bounce,6690,0.19163,0.19862,0.0352,0.2936
2023-11,5m,through,6690,0.19966,0.21345,0.0646,0.316
2023-11,15m,bounce,6690,0.15706,0.16433,0.0442,0.2158
2023-11,15m,through,6690,0.23627,0.25,0.0549,0.5036
2023-11,1h,bounce,6690,0.08055,0.08357,0.0362,0.1198
2023-11,1h,through,6690,0.17655,0.1862,0.0518,0.7208
2023-11,4h,bounce,6690,0.04028,0.0411,0.02,0.0734
2023-11,4h,through,6690,0.11205,0.11585,0.0328,0.8442
2023-11,1d,bounce,6690,0.05981,0.06037,0.0093,0.0453
2023-11,1d,through,6690,0.11036,0.11326,0.0256,0.9214
2023-12,5m,bounce,7470,0.20787,0.22201,0.0637,0.2932
2023-12,5m,through,7470,0.19274,0.20078,0.0401,0.3158
2023-12,15m,bounce,7470,0.158,0.16573,0.0466,0.2157
2023-12,15m,through,7470,0.24045,0.24985,0.0376,0.5036
2023-12,1h,bounce,7470,0.08488,0.08599,0.0129,0.1193
2023-12,1h,through,7470,0.17377,0.17839,0.0259,0.7214
2023-12,4h,bounce,7470,0.03763,0.03756,-0.0018,0.0729
2023-12,4h,through,7470,0.08163,0.08191,0.0034,0.8446
2023-12,1d,bounce,7470,0.01877,0.01814,-0.035,0.0456
2023-12,1d,through,7470,0.03502,0.03468,-0.0096,0.9206
2024-01,5m,bounce,5044,0.21297,0.22196,0.0405,0.2939
2024-01,5m,through,5044,0.18961,0.19797,0.0422,0.3151
2024-01,15m,bounce,5044,0.19013,0.20177,0.0577,0.2156
2024-01,15m,through,5044,0.24128,0.25044,0.0366,0.5039
2024-01,1h,bounce,5044,0.12784,0.13412,0.0468,0.1188
2024-01,1h,through,5044,0.22167,0.22952,0.0342,0.7223
2024-01,4h,bounce,5044,0.05964,0.06,0.006,0.0723
2024-01,4h,through,5044,0.12226,0.12373,0.0119,0.8459
2024-01,1d,bounce,5044,0.01626,0.01556,-0.0447,0.0451
2024-01,1d,through,5044,0.0337,0.03258,-0.0345,0.9214
2024-02,5m,bounce,7028,0.19629,0.20831,0.0577,0.2943
2024-02,5m,through,7028,0.20267,0.23041,0.1204,0.3145
2024-02,15m,bounce,7028,0.15241,0.15941,0.0439,0.2163
2024-02,15m,through,7028,0.23264,0.2497,0.0683,0.5032
2024-02,1h,bounce,7028,0.11665,0.11694,0.0024,0.1193
2024-02,1h,through,7028,0.20221,0.2035,0.0064,0.7215
2024-02,4h,bounce,7028,0.09253,0.09189,-0.0069,0.0722
2024-02,4h,through,7028,0.15683,0.15448,-0.0153,0.846
2024-02,1d,bounce,7028,0.08817,0.0879,-0.0031,0.0447
2024-02,1d,through,7028,0.12798,0.12701,-0.0076,0.922
2024-03,5m,bounce,8110,0.1905,0.19984,0.0467,0.2943
2024-03,5m,through,8110,0.20826,0.22997,0.0944,0.3152
2024-03,15m,bounce,8110,0.14778,0.15542,0.0492,0.216
2024-03,15m,through,8110,0.23065,0.24973,0.0764,0.504
2024-03,1h,bounce,8110,0.07385,0.07518,0.0177,0.1196
2024-03,1h,through,8110,0.16122,0.17174,0.0613,0.7214
2024-03,4h,bounce,8110,0.03005,0.03047,0.0138,0.0727
2024-03,4h,through,8110,0.08016,0.08293,0.0334,0.8454
2024-03,1d,bounce,8110,0.01353,0.01283,-0.054,0.0455
2024-03,1d,through,8110,0.03097,0.03075,-0.0071,0.9209
2024-04,5m,bounce,6045,0.21261,0.22568,0.0579,0.2939
2024-04,5m,through,6045,0.16742,0.18281,0.0842,0.3159
2024-04,15m,bounce,6045,0.18085,0.1866,0.0308,0.2155
2024-04,15m,through,6045,0.23952,0.25029,0.043,0.5046
2024-04,1h,bounce,6045,0.10254,0.10202,-0.0051,0.1188
2024-04,1h,through,6045,0.2034,0.20245,-0.0047,0.7227
2024-04,4h,bounce,6045,0.04351,0.04157,-0.0466,0.0719
2024-04,4h,through,6045,0.10188,0.09909,-0.0282,0.8467
2024-04,1d,bounce,6045,0.01278,0.01135,-0.1259,0.0449
2024-04,1d,through,6045,0.0299,0.02718,-0.1001,0.9218
2024-05,5m,bounce,6139,0.20365,0.21547,0.0549,0.2946
2024-05,5m,through,6139,0.17083,0.20401,0.1626,0.3146
2024-05,15m,bounce,6139,0.17196,0.1848,0.0694,0.2159
2024-05,15m,through,6139,0.22423,0.25047,0.1048,0.5041
2024-05,1h,bounce,6139,0.10538,0.10763,0.0209,0.1188
2024-05,1h,through,6139,0.20202,0.21539,0.0621,0.7226
2024-05,4h,bounce,6139,0.05364,0.05369,0.001,0.0714
2024-05,4h,through,6139,0.13279,0.13533,0.0188,0.8473
2024-05,1d,bounce,6139,0.00527,0.00346,-0.5248,0.0444
2024-05,1d,through,6139,0.01379,0.0115,-0.1988,0.9226
2024-06,5m,bounce,5253,0.21005,0.22527,0.0676,0.2948
2024-06,5m,through,5253,0.1843,0.20335,0.0937,0.3142
2024-06,15m,bounce,5253,0.18625,0.20092,0.073,0.2163
2024-06,15m,through,5253,0.23259,0.25037,0.071,0.5033
2024-06,1h,bounce,5253,0.0965,0.09873,0.0226,0.1188
2024-06,1h,through,5253,0.19455,0.19959,0.0252,0.7222
2024-06,4h,bounce,5253,0.05525,0.05568,0.0077,0.0712
2024-06,4h,through,5253,0.11685,0.11443,-0.0212,0.8472
2024-06,1d,bounce,5253,0.02783,0.0271,-0.0267,0.0438
2024-06,1d,through,5253,0.05026,0.04938,-0.0177,0.9236
2024-07,5m,bounce,6860,0.21406,0.22572,0.0516,0.2953
2024-07,5m,through,6860,0.19548,0.20379,0.0407,0.3138
2024-07,15m,bounce,6860,0.18,0.19082,0.0567,0.217
2024-07,15m,through,6860,0.24336,0.2501,0.027,0.5026
2024-07,1h,bounce,6860,0.1224,0.12725,0.0382,0.1187
2024-07,1h,through,6860,0.20518,0.21205,0.0324,0.7222
2024-07,4h,bounce,6860,0.0674,0.06633,-0.0161,0.0711
2024-07,4h,through,6860,0.12815,0.12356,-0.0372,0.8475
2024-07,1d,bounce,6860,0.02549,0.02426,-0.051,0.0436
2024-07,1d,through,6860,0.05828,0.05584,-0.0436,0.9239
2024-08,5m,bounce,4768,0.211,0.22068,0.0439,0.296
2024-08,5m,through,4768,0.17367,0.18486,0.0605,0.3133
2024-08,15m,bounce,4768,0.19536,0.20313,0.0382,0.2175
2024-08,15m,through,4768,0.23954,0.25034,0.0432,0.5023
2024-08,1h,bounce,4768,0.14722,0.15078,0.0236,0.1192
2024-08,1h,through,4768,0.23982,0.24812,0.0335,0.7218
2024-08,4h,bounce,4768,0.1193,0.11984,0.0045,0.0711
2024-08,4h,through,4768,0.19196,0.19338,0.0074,0.8476
2024-08,1d,bounce,4768,0.04057,0.04019,-0.0095,0.0433
2024-08,1d,through,4768,0.06161,0.06002,-0.0266,0.9241
2024-09,5m,bounce,4543,0.22181,0.23352,0.0502,0.2963
2024-09,5m,through,4543,0.15234,0.16807,0.0936,0.3125
2024-09,15m,bounce,4543,0.17905,0.18532,0.0338,0.2181
2024-09,15m,through,4543,0.25243,0.25019,-0.009,0.5015
2024-09,1h,bounce,4543,0.10321,0.10172,-0.0146,0.1198
2024-09,1h,through,4543,0.22063,0.21598,-0.0215,0.7207
2024-09,4h,bounce,4543,0.04601,0.04455,-0.0328,0.0718
2024-09,4h,through,4543,0.12088,0.11783,-0.0259,0.8466
2024-09,1d,bounce,4543,0.02193,0.02158,-0.0164,0.0433
2024-09,1d,through,4543,0.06222,0.06289,0.0107,0.9242
2024-10,5m,bounce,5489,0.20498,0.21817,0.0605,0.2969
2024-10,5m,through,5489,0.18276,0.19866,0.0801,0.3113
2024-10,15m,bounce,5489,0.16956,0.17534,0.033,0.2184
2024-10,15m,through,5489,0.24584,0.25005,0.0168,0.5008
2024-10,1h,bounce,5489,0.12247,0.12601,0.0281,0.1198
2024-10,1h,through,5489,0.20828,0.21341,0.0241,0.7204
2024-10,4h,bounce,5489,0.04865,0.04758,-0.0225,0.0715
2024-10,4h,through,5489,0.10112,0.0984,-0.0277,0.8468
2024-10,1d,bounce,5489,0.04296,0.04281,-0.0036,0.0431
2024-10,1d,through,5489,0.06758,0.06773,0.0022,0.9243
2024-11,5m,bounce,10918,0.17843,0.19164,0.0689,0.2971
2024-11,5m,through,10918,0.20713,0.24504,0.1547,0.3108
2024-11,15m,bounce,10918,0.13249,0.14479,0.085,0.2185
2024-11,15m,through,10918,0.21684,0.24991,0.1323,0.5005
2024-11,1h,bounce,10918,0.0931,0.09745,0.0446,0.1201
2024-11,1h,through,10918,0.17945,0.18922,0.0516,0.7201
2024-11,4h,bounce,10918,0.09486,0.09587,0.0106,0.0712
2024-11,4h,through,10918,0.1652,0.16519,-0.0,0.8473
2024-11,1d,bounce,10918,0.1086,0.10723,-0.0128,0.0431
2024-11,1d,through,10918,0.14652,0.14184,-0.033,0.9244
2024-12,5m,bounce,5487,0.21105,0.22219,0.0501,0.2962
2024-12,5m,through,5487,0.17221,0.18919,0.0897,0.3126
2024-12,15m,bounce,5487,0.16513,0.17108,0.0347,0.2174
2024-12,15m,through,5487,0.2364,0.25018,0.0551,0.5025
2024-12,1h,bounce,5487,0.09577,0.09681,0.0108,0.1198
2024-12,1h,through,5487,0.20824,0.21227,0.019,0.7207
2024-12,4h,bounce,5487,0.03622,0.0367,0.0131,0.072
2024-12,4h,through,5487,0.09636,0.0995,0.0316,0.8462
2024-12,1d,bounce,5487,0.01271,0.01229,-0.034,0.0448
2024-12,1d,through,5487,0.021,0.02018,-0.0406,0.9224
2025-01,5m,bounce,6954,0.19585,0.21146,0.0738,0.2966
2025-01,5m,through,6954,0.19072,0.22003,0.1332,0.3119
2025-01,15m,bounce,6954,0.15543,0.16552,0.061,0.2175
2025-01,15m,through,6954,0.23121,0.24985,0.0746,0.5021
2025-01,1h,bounce,6954,0.11225,0.11638,0.0355,0.1197
2025-01,1h,through,6954,0.19909,0.20337,0.021,0.7204
2025-01,4h,bounce,6954,0.06724,0.06883,0.0231,0.0716
2025-01,4h,through,6954,0.11539,0.11534,-0.0005,0.8467
2025-01,1d,bounce,6954,0.0471,0.04613,-0.0211,0.0444
2025-01,1d,through,6954,0.07558,0.07369,-0.0255,0.9231
2025-02,5m,bounce,5683,0.20643,0.21581,0.0435,0.2967
2025-02,5m,through,5683,0.19381,0.2085,0.0704,0.3121
2025-02,15m,bounce,5683,0.17577,0.18571,0.0535,0.2173
2025-02,15m,through,5683,0.23312,0.25024,0.0684,0.5026
2025-02,1h,bounce,5683,0.11561,0.11818,0.0217,0.1199
2025-02,1h,through,5683,0.21047,0.21918,0.0398,0.7203
2025-02,4h,bounce,5683,0.05626,0.05488,-0.0251,0.0717
2025-02,4h,through,5683,0.12934,0.12929,-0.0004,0.847
2025-02,1d,bounce,5683,0.02827,0.02811,-0.0057,0.0445
2025-02,1d,through,5683,0.04957,0.05014,0.0113,0.9231
2025-03,5m,bounce,4620,0.21714,0.22874,0.0507,0.2969
2025-03,5m,through,4620,0.14533,0.17325,0.1612,0.3119
2025-03,15m,bounce,4620,0.18716,0.19906,0.0598,0.2177
2025-03,15m,through,4620,0.2208,0.25049,0.1185,0.5021
2025-03,1h,bounce,4620,0.1203,0.12543,0.0409,0.1201
2025-03,1h,through,4620,0.22768,0.24628,0.0755,0.7199
2025-03,4h,bounce,4620,0.07801,0.07746,-0.0071,0.0715
2025-03,4h,through,4620,0.1719,0.17497,0.0176,0.847
2025-03,1d,bounce,4620,0.0144,0.0138,-0.044,0.0443
2025-03,1d,through,4620,0.03428,0.03263,-0.0506,0.9234
2025-04,5m,bounce,6001,0.21773,0.22627,0.0377,0.2973
2025-04,5m,through,6001,0.19197,0.19371,0.009,0.3109
2025-04,15m,bounce,6001,0.16897,0.17412,0.0296,0.2181
2025-04,15m,through,6001,0.24134,0.25006,0.0349,0.501
2025-04,1h,bounce,6001,0.09876,0.10065,0.0188,0.1203
2025-04,1h,through,6001,0.19088,0.19822,0.0371,0.719
2025-04,4h,bounce,6001,0.07238,0.0718,-0.008,0.0716
2025-04,4h,through,6001,0.14713,0.14874,0.0108,0.8464
2025-04,1d,bounce,6001,0.08547,0.08507,-0.0047,0.044
2025-04,1d,through,6001,0.13352,0.13405,0.0039,0.9238
2025-05,5m,bounce,6796,0.20206,0.21466,0.0587,0.2978
2025-05,5m,through,6796,0.18217,0.19889,0.0841,0.3102
2025-05,15m,bounce,6796,0.15992,0.16911,0.0543,0.2182
2025-05,15m,through,6796,0.2371,0.25001,0.0516,0.5006
2025-05,1h,bounce,6796,0.10468,0.10889,0.0387,0.1203
2025-05,1h,through,6796,0.2026,0.20818,0.0268,0.7191
2025-05,4h,bounce,6796,0.07554,0.07749,0.0252,0.0717
2025-05,4h,through,6796,0.12419,0.12697,0.0219,0.846
2025-05,1d,bounce,6796,0.02715,0.02665,-0.019,0.0445
2025-05,1d,through,6796,0.03465,0.03333,-0.0397,0.9229
2025-06,5m,bounce,5318,0.23135,0.24492,0.0554,0.298
2025-06,5m,through,5318,0.15777,0.17249,0.0853,0.3097
2025-06,15m,bounce,5318,0.20899,0.22079,0.0534,0.2182
2025-06,15m,through,5318,0.23305,0.25012,0.0683,0.5005
2025-06,1h,bounce,5318,0.1324,0.13356,0.0087,0.1203
2025-06,1h,through,5318,0.23283,0.23477,0.0083,0.7189
