depth,combo,cells,extinct
5,zone|wknd|tn|dq|sq,3813,False
5,zone|wknd|tn|dq|vq,3884,False
5,zone|wknd|tn|dq|rq,3767,False
5,zone|wknd|tn|dq|kq,4200,False
5,zone|wknd|tn|dq|uq,4054,False
5,zone|wknd|tn|dq|yd_arch,3680,False
5,zone|wknd|tn|dq|ob55,3519,False
5,zone|wknd|tn|dq|dtype,3246,False
5,zone|wknd|tn|dq|lean,3645,False
5,zone|wknd|tn|dq|scen_state,3341,False
5,zone|wknd|tn|dq|scen_failed,3542,False
5,zone|wknd|tn|sq|vq,3705,False
5,zone|wknd|tn|sq|rq,3877,False
5,zone|wknd|tn|sq|kq,4215,False
5,zone|wknd|tn|sq|uq,4089,False
5,zone|wknd|tn|sq|yd_arch,3722,False
5,zone|wknd|tn|sq|ob55,3570,False
5,zone|wknd|tn|sq|dtype,3301,False
5,zone|wknd|tn|sq|lean,3732,False
5,zone|wknd|tn|sq|scen_state,3374,False
5,zone|wknd|tn|sq|scen_failed,3641,False
5,zone|wknd|tn|vq|rq,3774,False
5,zone|wknd|tn|vq|kq,4232,False
5,zone|wknd|tn|vq|uq,4126,False
5,zone|wknd|tn|vq|yd_arch,3686,False
5,zone|wknd|tn|vq|ob55,3505,False
5,zone|wknd|tn|vq|dtype,3278,False
5,zone|wknd|tn|vq|lean,3688,False
5,zone|wknd|tn|vq|scen_state,3356,False
5,zone|wknd|tn|vq|scen_failed,3592,False
5,zone|wknd|tn|rq|kq,4176,False
5,zone|wknd|tn|rq|uq,4189,False
5,zone|wknd|tn|rq|yd_arch,3674,False
5,zone|wknd|tn|rq|ob55,3557,False
5,zone|wknd|tn|rq|dtype,3117,False
5,zone|wknd|tn|rq|lean,3518,False
5,zone|wknd|tn|rq|scen_state,3330,False
5,zone|wknd|tn|rq|scen_failed,3450,False
5,zone|wknd|tn|kq|uq,4496,False
5,zone|wknd|tn|kq|yd_arch,3946,False
5,zone|wknd|tn|kq|ob55,4027,False
5,zone|wknd|tn|kq|dtype,3213,False
5,zone|wknd|tn|kq|lean,3509,False
5,zone|wknd|tn|kq|scen_state,3370,False
5,zone|wknd|tn|kq|scen_failed,3481,False
5,zone|wknd|tn|uq|yd_arch,3896,False
5,zone|wknd|tn|uq|ob55,3850,False
5,zone|wknd|tn|uq|dtype,3317,False
5,zone|wknd|tn|uq|lean,3758,False
5,zone|wknd|tn|uq|scen_state,3591,False
5,zone|wknd|tn|uq|scen_failed,3674,False
5,zone|wknd|tn|yd_arch|ob55,3302,False
5,zone|wknd|tn|yd_arch|dtype,2532,False
5,zone|wknd|tn|yd_arch|lean,2939,False
5,zone|wknd|tn|yd_arch|scen_state,2951,False
5,zone|wknd|tn|yd_arch|scen_failed,2922,False
5,zone|wknd|tn|ob55|dtype,2602,False
5,zone|wknd|tn|ob55|lean,2827,False
5,zone|wknd|tn|ob55|scen_state,2879,False
5,zone|wknd|tn|ob55|scen_failed,2775,False
5,zone|wknd|tn|dtype|lean,1468,False
5,zone|wknd|tn|dtype|scen_state,1676,False
5,zone|wknd|tn|dtype|scen_failed,1450,False
5,zone|wknd|tn|lean|scen_state,1982,False
5,zone|wknd|tn|lean|scen_failed,1799,False
5,zone|wknd|tn|scen_state|scen_failed,1920,False
5,zone|wknd|dq|sq|vq,3729,False
5,zone|wknd|dq|sq|rq,3995,False
5,zone|wknd|dq|sq|kq,4239,False
5,zone|wknd|dq|sq|uq,4157,False
5,zone|wknd|dq|sq|yd_arch,3831,False
5,zone|wknd|dq|sq|ob55,3505,False
5,zone|wknd|dq|sq|dtype,3622,False
5,zone|wknd|dq|sq|lean,3825,False
5,zone|wknd|dq|sq|scen_state,3506,False
5,zone|wknd|dq|sq|scen_failed,3836,False
5,zone|wknd|dq|vq|rq,3865,False
5,zone|wknd|dq|vq|kq,4199,False
5,zone|wknd|dq|vq|uq,4169,False
5,zone|wknd|dq|vq|yd_arch,3871,False
5,zone|wknd|dq|vq|ob55,3543,False
5,zone|wknd|dq|vq|dtype,3801,False
5,zone|wknd|dq|vq|lean,4128,False
5,zone|wknd|dq|vq|scen_state,3732,False
5,zone|wknd|dq|vq|scen_failed,4062,False
5,zone|wknd|dq|rq|kq,4269,False
5,zone|wknd|dq|rq|uq,4173,False
5,zone|wknd|dq|rq|yd_arch,3914,False
5,zone|wknd|dq|rq|ob55,3570,False
5,zone|wknd|dq|rq|dtype,3710,False
5,zone|wknd|dq|rq|lean,4032,False
5,zone|wknd|dq|rq|scen_state,3692,False
5,zone|wknd|dq|rq|scen_failed,3935,False
5,zone|wknd|dq|kq|uq,4204,False
5,zone|wknd|dq|kq|yd_arch,4154,False
5,zone|wknd|dq|kq|ob55,3940,False
5,zone|wknd|dq|kq|dtype,3702,False
5,zone|wknd|dq|kq|lean,3857,False
5,zone|wknd|dq|kq|scen_state,3575,False
5,zone|wknd|dq|kq|scen_failed,3877,False
5,zone|wknd|dq|uq|yd_arch,4016,False
5,zone|wknd|dq|uq|ob55,3657,False
5,zone|wknd|dq|uq|dtype,3819,False
5,zone|wknd|dq|uq|lean,4094,False
5,zone|wknd|dq|uq|scen_state,3685,False
5,zone|wknd|dq|uq|scen_failed,4030,False
5,zone|wknd|dq|yd_arch|ob55,3407,False
5,zone|wknd|dq|yd_arch|dtype,3016,False
5,zone|wknd|dq|yd_arch|lean,3423,False
5,zone|wknd|dq|yd_arch|scen_state,3181,False
5,zone|wknd|dq|yd_arch|scen_failed,3373,False
5,zone|wknd|dq|ob55|dtype,2986,False
5,zone|wknd|dq|ob55|lean,3189,False
5,zone|wknd|dq|ob55|scen_state,3174,False
5,zone|wknd|dq|ob55|scen_failed,3114,False
5,zone|wknd|dq|dtype|lean,1803,False
5,zone|wknd|dq|dtype|scen_state,1992,False
5,zone|wknd|dq|dtype|scen_failed,1781,False
5,zone|wknd|dq|lean|scen_state,2138,False
5,zone|wknd|dq|lean|scen_failed,2170,False
5,zone|wknd|dq|scen_state|scen_failed,2144,False
5,zone|wknd|sq|vq|rq,3729,False
5,zone|wknd|sq|vq|kq,3971,False
5,zone|wknd|sq|vq|uq,3919,False
5,zone|wknd|sq|vq|yd_arch,3599,False
5,zone|wknd|sq|vq|ob55,3388,False
5,zone|wknd|sq|vq|dtype,3396,False
5,zone|wknd|sq|vq|lean,3688,False
5,zone|wknd|sq|vq|scen_state,3399,False
5,zone|wknd|sq|vq|scen_failed,3605,False
5,zone|wknd|sq|rq|kq,4237,False
5,zone|wknd|sq|rq|uq,4241,False
5,zone|wknd|sq|rq|yd_arch,3956,False
5,zone|wknd|sq|rq|ob55,3645,False
5,zone|wknd|sq|rq|dtype,3850,False
5,zone|wknd|sq|rq|lean,4122,False
5,zone|wknd|sq|rq|scen_state,3725,False
5,zone|wknd|sq|rq|scen_failed,4057,False
5,zone|wknd|sq|kq|uq,4191,False
5,zone|wknd|sq|kq|yd_arch,4138,False
5,zone|wknd|sq|kq|ob55,3850,False
5,zone|wknd|sq|kq|dtype,3696,False
5,zone|wknd|sq|kq|lean,3873,False
5,zone|wknd|sq|kq|scen_state,3588,False
5,zone|wknd|sq|kq|scen_failed,3892,False
5,zone|wknd|sq|uq|yd_arch,4040,False
5,zone|wknd|sq|uq|ob55,3679,False
5,zone|wknd|sq|uq|dtype,3808,False
5,zone|wknd|sq|uq|lean,4102,False
5,zone|wknd|sq|uq|scen_state,3641,False
5,zone|wknd|sq|uq|scen_failed,4011,False
5,zone|wknd|sq|yd_arch|ob55,3333,False
5,zone|wknd|sq|yd_arch|dtype,3018,False
5,zone|wknd|sq|yd_arch|lean,3403,False
5,zone|wknd|sq|yd_arch|scen_state,3168,False
5,zone|wknd|sq|yd_arch|scen_failed,3382,False
5,zone|wknd|sq|ob55|dtype,2980,False
5,zone|wknd|sq|ob55|lean,3183,False
5,zone|wknd|sq|ob55|scen_state,3174,False
5,zone|wknd|sq|ob55|scen_failed,3125,False
5,zone|wknd|sq|dtype|lean,1776,False
5,zone|wknd|sq|dtype|scen_state,1978,False
5,zone|wknd|sq|dtype|scen_failed,1770,False
5,zone|wknd|sq|lean|scen_state,2132,False
5,zone|wknd|sq|lean|scen_failed,2169,False
5,zone|wknd|sq|scen_state|scen_failed,2121,False
5,zone|wknd|vq|rq|kq,4136,False
5,zone|wknd|vq|rq|uq,4091,False
5,zone|wknd|vq|rq|yd_arch,3815,False
5,zone|wknd|vq|rq|ob55,3552,False
5,zone|wknd|vq|rq|dtype,3652,False
5,zone|wknd|vq|rq|lean,3965,False
5,zone|wknd|vq|rq|scen_state,3627,False
5,zone|wknd|vq|rq|scen_failed,3897,False
5,zone|wknd|vq|kq|uq,4252,False
5,zone|wknd|vq|kq|yd_arch,4173,False
5,zone|wknd|vq|kq|ob55,3745,False
5,zone|wknd|vq|kq|dtype,3654,False
5,zone|wknd|vq|kq|lean,3852,False
5,zone|wknd|vq|kq|scen_state,3600,False
5,zone|wknd|vq|kq|scen_failed,3894,False
5,zone|wknd|vq|uq|yd_arch,4040,False
5,zone|wknd|vq|uq|ob55,3622,False
5,zone|wknd|vq|uq|dtype,3790,False
5,zone|wknd|vq|uq|lean,4097,False
5,zone|wknd|vq|uq|scen_state,3691,False
5,zone|wknd|vq|uq|scen_failed,4016,False
5,zone|wknd|vq|yd_arch|ob55,3335,False
5,zone|wknd|vq|yd_arch|dtype,3001,False
5,zone|wknd|vq|yd_arch|lean,3381,False
5,zone|wknd|vq|yd_arch|scen_state,3158,False
5,zone|wknd|vq|yd_arch|scen_failed,3375,False
5,zone|wknd|vq|ob55|dtype,3013,False
5,zone|wknd|vq|ob55|lean,3188,False
5,zone|wknd|vq|ob55|scen_state,3186,False
5,zone|wknd|vq|ob55|scen_failed,3144,False
5,zone|wknd|vq|dtype|lean,1787,False
5,zone|wknd|vq|dtype|scen_state,2006,False
5,zone|wknd|vq|dtype|scen_failed,1780,False
5,zone|wknd|vq|lean|scen_state,2133,False
5,zone|wknd|vq|lean|scen_failed,2169,False
5,zone|wknd|vq|scen_state|scen_failed,2128,False
5,zone|wknd|rq|kq|uq,4839,False
5,zone|wknd|rq|kq|yd_arch,4453,False
5,zone|wknd|rq|kq|ob55,4342,False
5,zone|wknd|rq|kq|dtype,3827,False
5,zone|wknd|rq|kq|lean,4065,False
5,zone|wknd|rq|kq|scen_state,3848,False
5,zone|wknd|rq|kq|scen_failed,4055,False
5,zone|wknd|rq|uq|yd_arch,4465,False
5,zone|wknd|rq|uq|ob55,4145,False
5,zone|wknd|rq|uq|dtype,4003,False
5,zone|wknd|rq|uq|lean,4399,False
5,zone|wknd|rq|uq|scen_state,4107,False
5,zone|wknd|rq|uq|scen_failed,4358,False
5,zone|wknd|rq|yd_arch|ob55,3752,False
5,zone|wknd|rq|yd_arch|dtype,3128,False
5,zone|wknd|rq|yd_arch|lean,3533,False
5,zone|wknd|rq|yd_arch|scen_state,3373,False
5,zone|wknd|rq|yd_arch|scen_failed,3533,False
5,zone|wknd|rq|ob55|dtype,3152,False
5,zone|wknd|rq|ob55|lean,3331,False
5,zone|wknd|rq|ob55|scen_state,3344,False
5,zone|wknd|rq|ob55|scen_failed,3304,False
5,zone|wknd|rq|dtype|lean,1817,False
5,zone|wknd|rq|dtype|scen_state,2025,False
5,zone|wknd|rq|dtype|scen_failed,1803,False
5,zone|wknd|rq|lean|scen_state,2285,False
5,zone|wknd|rq|lean|scen_failed,2220,False
5,zone|wknd|rq|scen_state|scen_failed,2235,False
5,zone|wknd|kq|uq|yd_arch,4348,False
5,zone|wknd|kq|uq|ob55,4167,False
5,zone|wknd|kq|uq|dtype,3755,False
5,zone|wknd|kq|uq|lean,4032,False
5,zone|wknd|kq|uq|scen_state,3834,False
5,zone|wknd|kq|uq|scen_failed,3984,False
5,zone|wknd|kq|yd_arch|ob55,3738,False
5,zone|wknd|kq|yd_arch|dtype,2884,False
5,zone|wknd|kq|yd_arch|lean,3241,False
5,zone|wknd|kq|yd_arch|scen_state,3188,False
5,zone|wknd|kq|yd_arch|scen_failed,3227,False
5,zone|wknd|kq|ob55|dtype,2956,False
5,zone|wknd|kq|ob55|lean,3198,False
5,zone|wknd|kq|ob55|scen_state,3184,False
5,zone|wknd|kq|ob55|scen_failed,3116,False
5,zone|wknd|kq|dtype|lean,1761,False
5,zone|wknd|kq|dtype|scen_state,1936,False
5,zone|wknd|kq|dtype|scen_failed,1714,False
5,zone|wknd|kq|lean|scen_state,2137,False
5,zone|wknd|kq|lean|scen_failed,2004,False
5,zone|wknd|kq|scen_state|scen_failed,2110,False
5,zone|wknd|uq|yd_arch|ob55,3704,False
5,zone|wknd|uq|yd_arch|dtype,3092,False
5,zone|wknd|uq|yd_arch|lean,3517,False
5,zone|wknd|uq|yd_arch|scen_state,3402,False
5,zone|wknd|uq|yd_arch|scen_failed,3490,False
5,zone|wknd|uq|ob55|dtype,3053,False
5,zone|wknd|uq|ob55|lean,3225,False
5,zone|wknd|uq|ob55|scen_state,3283,False
5,zone|wknd|uq|ob55|scen_failed,3177,False
5,zone|wknd|uq|dtype|lean,1855,False
5,zone|wknd|uq|dtype|scen_state,2155,False
5,zone|wknd|uq|dtype|scen_failed,1836,False
5,zone|wknd|uq|lean|scen_state,2315,False
5,zone|wknd|uq|lean|scen_failed,2217,False
5,zone|wknd|uq|scen_state|scen_failed,2339,False
5,zone|wknd|yd_arch|ob55|dtype,2346,False
5,zone|wknd|yd_arch|ob55|lean,2561,False
5,zone|wknd|yd_arch|ob55|scen_state,2724,False
5,zone|wknd|yd_arch|ob55|scen_failed,2540,False
5,zone|wknd|yd_arch|dtype|lean,1359,False
5,zone|wknd|yd_arch|dtype|scen_state,1649,False
5,zone|wknd|yd_arch|dtype|scen_failed,1348,False
5,zone|wknd|yd_arch|lean|scen_state,1897,False
5,zone|wknd|yd_arch|lean|scen_failed,1671,False
5,zone|wknd|yd_arch|scen_state|scen_failed,1875,False
5,zone|wknd|ob55|dtype|lean,1592,False
5,zone|wknd|ob55|dtype|scen_state,1700,False
5,zone|wknd|ob55|dtype|scen_failed,1562,False
5,zone|wknd|ob55|lean|scen_state,1855,False
5,zone|wknd|ob55|lean|scen_failed,1749,False
5,zone|wknd|ob55|scen_state|scen_failed,1846,False
5,zone|wknd|dtype|lean|scen_state,1102,False
5,zone|wknd|dtype|lean|scen_failed,876,False
5,zone|wknd|dtype|scen_state|scen_failed,1028,False
5,zone|wknd|lean|scen_state|scen_failed,1296,False
5,zone|hayden|hayden_btc|btc_pi|origin,2514,False
5,zone|hayden|hayden_btc|btc_pi|tn,2048,False
5,zone|hayden|hayden_btc|btc_pi|dq,2254,False
5,zone|hayden|hayden_btc|btc_pi|sq,2264,False
5,zone|hayden|hayden_btc|btc_pi|vq,2241,False
5,zone|hayden|hayden_btc|btc_pi|rq,2472,False
5,zone|hayden|hayden_btc|btc_pi|kq,2309,False
5,zone|hayden|hayden_btc|btc_pi|uq,2448,False
5,zone|hayden|hayden_btc|btc_pi|yd_arch,1974,False
5,zone|hayden|hayden_btc|btc_pi|ob55,1910,False
5,zone|hayden|hayden_btc|btc_pi|dtype,1665,False
5,zone|hayden|hayden_btc|btc_pi|lean,1902,False
5,zone|hayden|hayden_btc|btc_pi|scen_state,1987,False
5,zone|hayden|hayden_btc|btc_pi|scen_failed,1821,False
5,zone|hayden|hayden_btc|origin|tn,2945,False
5,zone|hayden|hayden_btc|origin|dq,2583,False
5,zone|hayden|hayden_btc|origin|sq,2808,False
5,zone|hayden|hayden_btc|origin|vq,2885,False
5,zone|hayden|hayden_btc|origin|rq,3280,False
5,zone|hayden|hayden_btc|origin|kq,3322,False
5,zone|hayden|hayden_btc|origin|uq,3333,False
5,zone|hayden|hayden_btc|origin|yd_arch,2990,False
5,zone|hayden|hayden_btc|origin|ob55,3229,False
5,zone|hayden|hayden_btc|origin|dtype,2865,False
5,zone|hayden|hayden_btc|origin|lean,3002,False
5,zone|hayden|hayden_btc|origin|scen_state,2862,False
5,zone|hayden|hayden_btc|origin|scen_failed,2975,False
5,zone|hayden|hayden_btc|tn|dq,2630,False
5,zone|hayden|hayden_btc|tn|sq,2624,False
5,zone|hayden|hayden_btc|tn|vq,2669,False
5,zone|hayden|hayden_btc|tn|rq,2913,False
5,zone|hayden|hayden_btc|tn|kq,2952,False
5,zone|hayden|hayden_btc|tn|uq,3063,False
5,zone|hayden|hayden_btc|tn|yd_arch,2645,False
5,zone|hayden|hayden_btc|tn|ob55,2695,False
5,zone|hayden|hayden_btc|tn|dtype,2436,False
5,zone|hayden|hayden_btc|tn|lean,2621,False
5,zone|hayden|hayden_btc|tn|scen_state,2705,False
5,zone|hayden|hayden_btc|tn|scen_failed,2636,False
5,zone|hayden|hayden_btc|dq|sq,2815,False
5,zone|hayden|hayden_btc|dq|vq,2726,False
5,zone|hayden|hayden_btc|dq|rq,2696,False
5,zone|hayden|hayden_btc|dq|kq,2826,False
5,zone|hayden|hayden_btc|dq|uq,2807,False
5,zone|hayden|hayden_btc|dq|yd_arch,2602,False
5,zone|hayden|hayden_btc|dq|ob55,2721,False
5,zone|hayden|hayden_btc|dq|dtype,2519,False
5,zone|hayden|hayden_btc|dq|lean,2725,False
5,zone|hayden|hayden_btc|dq|scen_state,2675,False
5,zone|hayden|hayden_btc|dq|scen_failed,2749,False
5,zone|hayden|hayden_btc|sq|vq,2769,False
5,zone|hayden|hayden_btc|sq|rq,2769,False
5,zone|hayden|hayden_btc|sq|kq,2840,False
5,zone|hayden|hayden_btc|sq|uq,2798,False
5,zone|hayden|hayden_btc|sq|yd_arch,2623,False
5,zone|hayden|hayden_btc|sq|ob55,2696,False
5,zone|hayden|hayden_btc|sq|dtype,2529,False
5,zone|hayden|hayden_btc|sq|lean,2734,False
5,zone|hayden|hayden_btc|sq|scen_state,2691,False
5,zone|hayden|hayden_btc|sq|scen_failed,2748,False
5,zone|hayden|hayden_btc|vq|rq,2777,False
5,zone|hayden|hayden_btc|vq|kq,2821,False
5,zone|hayden|hayden_btc|vq|uq,2849,False
5,zone|hayden|hayden_btc|vq|yd_arch,2645,False
5,zone|hayden|hayden_btc|vq|ob55,2718,False
5,zone|hayden|hayden_btc|vq|dtype,2507,False
5,zone|hayden|hayden_btc|vq|lean,2686,False
5,zone|hayden|hayden_btc|vq|scen_state,2647,False
5,zone|hayden|hayden_btc|vq|scen_failed,2701,False
5,zone|hayden|hayden_btc|rq|kq,3168,False
5,zone|hayden|hayden_btc|rq|uq,3242,False
5,zone|hayden|hayden_btc|rq|yd_arch,3012,False
5,zone|hayden|hayden_btc|rq|ob55,3059,False
5,zone|hayden|hayden_btc|rq|dtype,2815,False
5,zone|hayden|hayden_btc|rq|lean,2969,False
5,zone|hayden|hayden_btc|rq|scen_state,2948,False
5,zone|hayden|hayden_btc|rq|scen_failed,3022,False
5,zone|hayden|hayden_btc|kq|uq,3261,False
5,zone|hayden|hayden_btc|kq|yd_arch,2863,False
5,zone|hayden|hayden_btc|kq|ob55,3000,False
5,zone|hayden|hayden_btc|kq|dtype,2703,False
5,zone|hayden|hayden_btc|kq|lean,2873,False
5,zone|hayden|hayden_btc|kq|scen_state,2851,False
5,zone|hayden|hayden_btc|kq|scen_failed,2862,False
5,zone|hayden|hayden_btc|uq|yd_arch,2954,False
5,zone|hayden|hayden_btc|uq|ob55,3107,False
5,zone|hayden|hayden_btc|uq|dtype,2768,False
5,zone|hayden|hayden_btc|uq|lean,2937,False
5,zone|hayden|hayden_btc|uq|scen_state,2939,False
5,zone|hayden|hayden_btc|uq|scen_failed,2951,False
5,zone|hayden|hayden_btc|yd_arch|ob55,2619,False
5,zone|hayden|hayden_btc|yd_arch|dtype,2354,False
5,zone|hayden|hayden_btc|yd_arch|lean,2511,False
5,zone|hayden|hayden_btc|yd_arch|scen_state,2589,False
5,zone|hayden|hayden_btc|yd_arch|scen_failed,2512,False
5,zone|hayden|hayden_btc|ob55|dtype,2239,False
5,zone|hayden|hayden_btc|ob55|lean,2520,False
5,zone|hayden|hayden_btc|ob55|scen_state,2564,False
5,zone|hayden|hayden_btc|ob55|scen_failed,2462,False
5,zone|hayden|hayden_btc|dtype|lean,1652,False
5,zone|hayden|hayden_btc|dtype|scen_state,1721,False
5,zone|hayden|hayden_btc|dtype|scen_failed,1580,False
5,zone|hayden|hayden_btc|lean|scen_state,1871,False
5,zone|hayden|hayden_btc|lean|scen_failed,1756,False
5,zone|hayden|hayden_btc|scen_state|scen_failed,1840,False
5,zone|hayden|btc_pi|origin|tn,2523,False
5,zone|hayden|btc_pi|origin|dq,2379,False
5,zone|hayden|btc_pi|origin|sq,2727,False
5,zone|hayden|btc_pi|origin|vq,2935,False
5,zone|hayden|btc_pi|origin|rq,3262,False
5,zone|hayden|btc_pi|origin|kq,3376,False
5,zone|hayden|btc_pi|origin|uq,3498,False
5,zone|hayden|btc_pi|origin|yd_arch,2829,False
5,zone|hayden|btc_pi|origin|ob55,3026,False
5,zone|hayden|btc_pi|origin|dtype,2564,False
5,zone|hayden|btc_pi|origin|lean,2921,False
5,zone|hayden|btc_pi|origin|scen_state,2778,False
5,zone|hayden|btc_pi|origin|scen_failed,2852,False
5,zone|hayden|btc_pi|tn|dq,2551,False
5,zone|hayden|btc_pi|tn|sq,2519,False
5,zone|hayden|btc_pi|tn|vq,2546,False
5,zone|hayden|btc_pi|tn|rq,2581,False
5,zone|hayden|btc_pi|tn|kq,2515,False
5,zone|hayden|btc_pi|tn|uq,2682,False
5,zone|hayden|btc_pi|tn|yd_arch,2174,False
5,zone|hayden|btc_pi|tn|ob55,2299,False
5,zone|hayden|btc_pi|tn|dtype,1845,False
5,zone|hayden|btc_pi|tn|lean,2231,False
5,zone|hayden|btc_pi|tn|scen_state,2384,False
5,zone|hayden|btc_pi|tn|scen_failed,2209,False
5,zone|hayden|btc_pi|dq|sq,2864,False
5,zone|hayden|btc_pi|dq|vq,2997,False
5,zone|hayden|btc_pi|dq|rq,2917,False
5,zone|hayden|btc_pi|dq|kq,2823,False
5,zone|hayden|btc_pi|dq|uq,3076,False
5,zone|hayden|btc_pi|dq|yd_arch,2451,False
5,zone|hayden|btc_pi|dq|ob55,2629,False
5,zone|hayden|btc_pi|dq|dtype,2136,False
5,zone|hayden|btc_pi|dq|lean,2515,False
5,zone|hayden|btc_pi|dq|scen_state,2460,False
5,zone|hayden|btc_pi|dq|scen_failed,2499,False
5,zone|hayden|btc_pi|sq|vq,2755,False
5,zone|hayden|btc_pi|sq|rq,2991,False
5,zone|hayden|btc_pi|sq|kq,2816,False
5,zone|hayden|btc_pi|sq|uq,3068,False
5,zone|hayden|btc_pi|sq|yd_arch,2422,False
5,zone|hayden|btc_pi|sq|ob55,2595,False
5,zone|hayden|btc_pi|sq|dtype,2135,False
5,zone|hayden|btc_pi|sq|lean,2510,False
5,zone|hayden|btc_pi|sq|scen_state,2454,False
5,zone|hayden|btc_pi|sq|scen_failed,2527,False
5,zone|hayden|btc_pi|vq|rq,2913,False
5,zone|hayden|btc_pi|vq|kq,2829,False
5,zone|hayden|btc_pi|vq|uq,3077,False
5,zone|hayden|btc_pi|vq|yd_arch,2425,False
5,zone|hayden|btc_pi|vq|ob55,2619,False
5,zone|hayden|btc_pi|vq|dtype,2150,False
5,zone|hayden|btc_pi|vq|lean,2507,False
5,zone|hayden|btc_pi|vq|scen_state,2477,False
5,zone|hayden|btc_pi|vq|scen_failed,2510,False
5,zone|hayden|btc_pi|rq|kq,3030,False
5,zone|hayden|btc_pi|rq|uq,3249,False
5,zone|hayden|btc_pi|rq|yd_arch,2542,False
5,zone|hayden|btc_pi|rq|ob55,2781,False
5,zone|hayden|btc_pi|rq|dtype,2280,False
5,zone|hayden|btc_pi|rq|lean,2700,False
5,zone|hayden|btc_pi|rq|scen_state,2772,False
5,zone|hayden|btc_pi|rq|scen_failed,2682,False
5,zone|hayden|btc_pi|kq|uq,3080,False
5,zone|hayden|btc_pi|kq|yd_arch,2408,False
5,zone|hayden|btc_pi|kq|ob55,2615,False
5,zone|hayden|btc_pi|kq|dtype,2143,False
5,zone|hayden|btc_pi|kq|lean,2555,False
5,zone|hayden|btc_pi|kq|scen_state,2609,False
5,zone|hayden|btc_pi|kq|scen_failed,2484,False
5,zone|hayden|btc_pi|uq|yd_arch,2600,False
5,zone|hayden|btc_pi|uq|ob55,2735,False
5,zone|hayden|btc_pi|uq|dtype,2305,False
5,zone|hayden|btc_pi|uq|lean,2722,False
5,zone|hayden|btc_pi|uq|scen_state,2781,False
5,zone|hayden|btc_pi|uq|scen_failed,2689,False
5,zone|hayden|btc_pi|yd_arch|ob55,2134,False
5,zone|hayden|btc_pi|yd_arch|dtype,1777,False
5,zone|hayden|btc_pi|yd_arch|lean,2111,False
5,zone|hayden|btc_pi|yd_arch|scen_state,2327,False
5,zone|hayden|btc_pi|yd_arch|scen_failed,2077,False
5,zone|hayden|btc_pi|ob55|dtype,1600,False
5,zone|hayden|btc_pi|ob55|lean,1873,False
5,zone|hayden|btc_pi|ob55|scen_state,2118,False
5,zone|hayden|btc_pi|ob55|scen_failed,1819,False
5,zone|hayden|btc_pi|dtype|lean,1217,False
5,zone|hayden|btc_pi|dtype|scen_state,1457,False
5,zone|hayden|btc_pi|dtype|scen_failed,1152,False
5,zone|hayden|btc_pi|lean|scen_state,1751,False
5,zone|hayden|btc_pi|lean|scen_failed,1422,False
5,zone|hayden|btc_pi|scen_state|scen_failed,1663,False
5,zone|hayden|origin|tn|dq,3128,False
5,zone|hayden|origin|tn|sq,3563,False
5,zone|hayden|origin|tn|vq,3642,False
5,zone|hayden|origin|tn|rq,3935,False
5,zone|hayden|origin|tn|kq,4175,False
5,zone|hayden|origin|tn|uq,4404,False
5,zone|hayden|origin|tn|yd_arch,3731,False
5,zone|hayden|origin|tn|ob55,3841,False
5,zone|hayden|origin|tn|dtype,3334,False
5,zone|hayden|origin|tn|lean,3393,False
5,zone|hayden|origin|tn|scen_state,3135,False
5,zone|hayden|origin|tn|scen_failed,3397,False
5,zone|hayden|origin|dq|sq,3201,False
5,zone|hayden|origin|dq|vq,3379,False
5,zone|hayden|origin|dq|rq,3427,False
5,zone|hayden|origin|dq|kq,3319,False
5,zone|hayden|origin|dq|uq,3498,False
5,zone|hayden|origin|dq|yd_arch,3114,False
5,zone|hayden|origin|dq|ob55,3118,False
5,zone|hayden|origin|dq|dtype,2905,False
5,zone|hayden|origin|dq|lean,2967,False
5,zone|hayden|origin|dq|scen_state,2723,False
5,zone|hayden|origin|dq|scen_failed,2974,False
5,zone|hayden|origin|sq|vq,3431,False
5,zone|hayden|origin|sq|rq,3578,False
5,zone|hayden|origin|sq|kq,3576,False
5,zone|hayden|origin|sq|uq,3651,False
5,zone|hayden|origin|sq|yd_arch,3503,False
5,zone|hayden|origin|sq|ob55,3426,False
5,zone|hayden|origin|sq|dtype,3308,False
5,zone|hayden|origin|sq|lean,3221,False
5,zone|hayden|origin|sq|scen_state,2926,False
5,zone|hayden|origin|sq|scen_failed,3211,False
5,zone|hayden|origin|vq|rq,3382,False
5,zone|hayden|origin|vq|kq,3485,False
5,zone|hayden|origin|vq|uq,3544,False
5,zone|hayden|origin|vq|yd_arch,3548,False
5,zone|hayden|origin|vq|ob55,3448,False
5,zone|hayden|origin|vq|dtype,3457,False
5,zone|hayden|origin|vq|lean,3263,False
5,zone|hayden|origin|vq|scen_state,2968,False
5,zone|hayden|origin|vq|scen_failed,3323,False
5,zone|hayden|origin|rq|kq,4097,False
5,zone|hayden|origin|rq|uq,4116,False
5,zone|hayden|origin|rq|yd_arch,3982,False
5,zone|hayden|origin|rq|ob55,3903,False
5,zone|hayden|origin|rq|dtype,3841,False
5,zone|hayden|origin|rq|lean,3658,False
5,zone|hayden|origin|rq|scen_state,3280,False
5,zone|hayden|origin|rq|scen_failed,3733,False
5,zone|hayden|origin|kq|uq,4211,False
